	Macro.c08.NLRP3	Macro.c07.LYVE1	Macro.c05.INHBA	Macro.c01.C1QC	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c02.FN1	Macro.c06.ISG15	Macro.c09.SPP1
DUT	0.236426757	0.351440169	0.313115724	0.403276889	0.438998548	0.434914237	0.440358806	0.313311033	0.290399783
DVL1	0.016732778	0.022136672	0.01428078	0.018897517	0.006557594	0.008721537	0.016519123	0.02957557	0.025291928
DVL2	0.011204539	0.053543659	0.036002314	0.042526933	0.038053203	0.038254656	0.025373355	0.032629251	0.038952182
DVL3	0.087137548	0.068047347	0.056790112	0.067860318	0.07498237	0.064861482	0.089979142	0.067230324	0.101470627
DXO	0.037926814	0.040666852	0.048903217	0.035833204	0.029002134	0.029271394	0.033127087	0.041312136	0.040286906
DYM	0.126017126	0.142193785	0.123757899	0.128976333	0.16861694	0.166350787	0.132959161	0.139738223	0.151486602
DYNC1H1	0.426052086	0.477105084	0.375976548	0.393684553	0.346780824	0.387736538	0.382635696	0.465088778	0.337431616
DYNC1I1	0.00031888	0.000888797	0.00077706	0.000899366	0.00084666	0.003047928	0.00097149	0.001542884	0
DYNC1I2	0.145256118	0.16256008	0.149678152	0.177424795	0.168438327	0.141782118	0.158364879	0.171177364	0.153862174
DYNC1LI1	0.114393146	0.162233666	0.14888651	0.150463482	0.144530835	0.152604426	0.126468929	0.203992094	0.148824461
DYNC1LI2	0.100452636	0.154720186	0.086800374	0.133263815	0.107526152	0.13609393	0.115842519	0.132873176	0.131802317
DYNC2H1	0.003663625	0.013787924	0.00262376	0.007955563	0.005092896	0.00544304	0.00301801	0.001223323	0.007437206
DYNC2LI1	0.006165129	0.023749283	0.016209546	0.029080482	0.028374791	0.024965689	0.015697597	0.012230643	0.021412527
DYNLL1	0.740125526	0.970128482	0.89686929	1.139550757	1.124359351	0.920879112	0.996474934	1.234832206	1.153364683
DYNLL2	0.089721942	0.113843159	0.055447843	0.078692638	0.051616561	0.068393517	0.052696359	0.113866981	0.079367819
DYNLRB1	0.42758312	0.442226961	0.482724698	0.619935833	0.582903778	0.393489689	0.474522772	0.666318664	0.611517593
DYNLRB2	0	0.000788236	0	0.001141926	0.002314379	0.002041616	0.001520502	0	0.000627515
DYNLT1	0.612627512	0.311490904	0.614541353	0.540737103	0.504001598	0.407067578	0.703021094	0.97368053	0.794186041
DYNLT3	0.120378651	0.177790946	0.247425465	0.209819255	0.185194996	0.169061379	0.137724867	0.158127741	0.225126849
DYRK1A	0.085364263	0.093948791	0.063409049	0.061466474	0.047162109	0.059205876	0.052972648	0.066484703	0.078567983
DYRK1B	0.005312912	0.026595698	0.005707315	0.019231619	0.012542646	0.013436522	0.014328023	0.01041586	0.019595474
DYRK2	0.005111611	0.027829676	0.011586636	0.026872874	0.022735021	0.013250493	0.008745552	0.020240782	0.009008909
DYRK3	0.013376351	0.015139684	0.029099115	0.010434803	0.010820805	0.020327146	0.016261717	0.027646231	0.02084389
DYRK4	0.02796402	0.078838041	0.056155158	0.117054099	0.107330854	0.083010475	0.072588146	0.072247901	0.073869727
DYSF	0.126740757	0.018444816	0.019062242	0.033036744	0.013304223	0.006186088	0.02900927	0.11390165	0.064894571
DZANK1	0.002708545	0.005966043	0.003367844	0.00742889	0.009871283	0.008375096	0.006584658	0.005767413	0.003827422
DZIP1L	0.003975354	0.019947043	0.008414434	0.026481407	0.028863072	0.02847421	0.022990529	0.007405174	0.01718377
DZIP3	0.004748914	0.018944555	0.014006019	0.020241954	0.019094468	0.018427579	0.009822776	0.012359147	0.013745345
E2F1	0.000755757	0.002582375	0.001667008	0.004228867	0.001067177	0.002242248	0.002277005	0	0.001327983
E2F2	0.001072752	0	0	0.00073268	0.000772791	0	0.000577387	0	0
E2F3	0.113429972	0.085201918	0.06520691	0.059210151	0.056978504	0.060895794	0.089349207	0.089283848	0.084863671
E2F4	0.132973413	0.134425632	0.097499094	0.138682806	0.181823993	0.152792374	0.14981838	0.159029667	0.125940615
E2F5	0	0.000695529	0.001516471	0.000719459	0.001056801	0.000643165	0.000369833	0	0.000464725
E2F6	0.034258397	0.05083161	0.03348213	0.041402059	0.040297765	0.043588091	0.050537698	0.061054766	0.062061999
E2F7	0.007765401	0.004436744	0.019433053	0.005688097	0.003294825	0.006065215	0.004284418	0.00898233	0.00681617
E2F8	0	0	0	2.30E-05	0.000286923	0.000208928	0	0	0
E4F1	0.017088421	0.054162176	0.024570126	0.046221485	0.037429802	0.034581931	0.026953912	0.032609571	0.046447183
EAF1	0.30875824	0.087209553	0.125170481	0.098612396	0.101285351	0.087180328	0.104896863	0.232069598	0.229391678
EAF2	0.074881361	0.246834098	0.118020829	0.199247292	0.153187978	0.206298275	0.110756563	0.118476639	0.101448294
EAPP	0.055131294	0.107075753	0.067699858	0.14144056	0.122674676	0.077394955	0.085226509	0.131638402	0.127984157
EARS2	0.003813351	0.017779229	0.005589799	0.013924793	0.015034687	0.009965361	0.008722737	0.010826589	0.013267021
EBAG9	0.051973224	0.132960634	0.084081882	0.123492519	0.138182438	0.136465857	0.110290459	0.110944808	0.09697787
EBF1	0.001540815	0.001838204	0.000835998	0.000301974	0.000693717	0.000410807	0	0	0.000749237
EBF4	0.000132142	0.000382768	0.000529849	0.0004544	0.000749592	0.00020693	0.000403789	0.001786346	0
EBI3	0.038193896	0.378946558	0.30969956	0.398802694	0.345212264	0.639293355	0.186199776	0.36154883	0.067750139
EBLN2	0.020653177	0.00757178	0.008600439	0.00509635	0.003378397	0.003541633	0.008972194	0.011153179	0.015352243
EBNA1BP2	0.083840068	0.098329519	0.096003815	0.105973233	0.127131478	0.095513483	0.107852009	0.146593278	0.138179229
EBP	0.050780971	0.062374235	0.064987387	0.076612572	0.102074396	0.072357227	0.099320251	0.052817985	0.069047364
EBPL	0.11958986	0.111004957	0.101208346	0.114769535	0.142455083	0.116737827	0.154554259	0.132605849	0.118158904
ECD	0.093930719	0.118118485	0.143414635	0.107075112	0.121063654	0.13103065	0.098412618	0.098515794	0.105136391
ECE1	0.327028728	0.012027856	0.075525276	0.009117329	0.003706093	0.008191045	0.039510807	0.144944286	0.048350719
ECE2	0.022386632	0.014109517	0.019237709	0.025342457	0.029427131	0.016511616	0.047741005	0.040249194	0.033174407
ECEL1	0	0	0	0.00012409	0.000455385	0.000285097	0	0	0
ECH1	0.341056006	0.294813272	0.34937045	0.407439065	0.426615999	0.345582823	0.461170631	0.405822275	0.485320455
ECHDC1	0.171338206	0.164920441	0.170694249	0.18462402	0.197053415	0.165836988	0.188320101	0.265154147	0.235106303
ECHDC2	0.021712118	0.043582269	0.065348914	0.060833188	0.057376752	0.068378215	0.035072626	0.036928841	0.025683908
ECHDC3	0.059213271	0.02848507	0.031104525	0.050530149	0.069475791	0.081494449	0.107703342	0.073126061	0.139382596
ECHS1	0.170454309	0.226398664	0.235851733	0.336429021	0.399449383	0.295086622	0.355312192	0.411235151	0.338843459
ECI1	0.084621786	0.070349812	0.042233019	0.094857046	0.191982856	0.127557173	0.189487725	0.130226458	0.077786538
ECI2	0.033322829	0.073261177	0.05694154	0.090159203	0.12163483	0.084248875	0.067413974	0.05878992	0.056959048
ECM1	0.00515655	0.064162101	0.012411812	0.045563141	0.01033528	0.00203687	0.00345782	0.00703963	0.049630919
ECM2	0	0.001453052	0	0.000429867	0	0.000293414	0.000656255	0	0
ECSIT	0.068694122	0.065658044	0.048520721	0.070939531	0.090076402	0.082670331	0.097870493	0.08941511	0.06742725
ECT2	0.003651886	0.014113691	0.006172749	0.012800097	0.008264042	0.006147761	0.00376992	0.010910147	0.008610589
EDA	0.001612176	0.076719365	0.005950416	0.050329639	0.01950105	0.036268455	0.004906379	0	0.013366204
EDA2R	0.000161931	0.001554725	0.002007056	0.001029367	0.001626208	0.002536201	0.000477127	0	0.000548472
EDARADD	0.000323591	0.001082409	0.002569009	0.001563551	0.001170904	0.001510496	0.000380486	0.008709892	0.001040547
EDC3	0.018640953	0.024225302	0.016307568	0.026996006	0.026491548	0.027704587	0.016170192	0.025343792	0.023460309
EDC4	0.028634524	0.037437326	0.034563047	0.036099902	0.037266037	0.037340156	0.030995182	0.026181275	0.04515225
EDEM1	0.226366948	0.182389211	0.286906754	0.175095264	0.140896693	0.197036129	0.305930081	0.293708169	0.233726348
EDEM2	0.087262022	0.106268187	0.126747451	0.198968826	0.201654162	0.133358274	0.128285794	0.167111502	0.16709928
EDEM3	0.144164309	0.140203722	0.081680197	0.10830906	0.099406447	0.091480891	0.090657155	0.10956636	0.133504647
EDF1	0.957403364	0.791724085	0.919365053	1.00379989	1.076050563	0.912799605	1.128299691	1.299912706	1.130925484
EDIL3	0	0.000414199	0	0	0.000391087	0.000294674	0	0	0
EDN1	0.019549992	0.009060469	0.042558222	0.006619598	0.003361845	0.012895919	0.005765454	0.127597506	0.010206053
EDNRB	0.032315687	0.016130949	0.00930574	0.024184021	0.006840372	0.00213153	0.00539101	0.014825517	0.09761441
EDRF1	0.0268621	0.046444064	0.026289761	0.039885776	0.044696171	0.038411566	0.033253507	0.035037181	0.038467843
EEA1	0.159857932	0.2530166	0.139354993	0.207154863	0.211408254	0.207116098	0.196603704	0.2319517	0.163140759
EED	0.026540454	0.063073538	0.047225905	0.052500326	0.049788609	0.052880047	0.037559915	0.069038355	0.040744674
EEF1A1	4.005686651	4.017622603	4.023799404	3.875395111	4.127824168	4.34289367	4.321890042	3.97767138	3.980477881
EEF1A2	0.000611075	0.000551905	0.001514856	0.000246283	0.001572197	0	0	0	0.001084602
EEF1B2	1.785953795	1.88838566	1.809842783	1.708229091	2.063266795	2.15743665	2.219370185	1.829327818	1.724698787
EEF1D	1.840028362	1.660469781	1.514950538	1.616213263	1.670768626	1.704255727	1.867253534	1.669374202	1.783643819
EEF1E1	0.04944539	0.072883307	0.070698601	0.091600812	0.084503817	0.065727918	0.080436373	0.093240681	0.088371549
EEF1G	1.380343561	1.352849473	1.508136213	1.373425322	1.752234096	1.869729862	1.900229824	1.462941693	1.538471139
EEF2	1.749376972	1.723934548	1.628769977	1.47236018	1.769335908	2.008279119	1.893644271	1.508348167	1.615799313
EEF2K	0.011462299	0.099100062	0.035029615	0.073630294	0.07450162	0.052061407	0.045332638	0.025121919	0.037246783
EEF2KMT	0.00839288	0.023112908	0.019087272	0.036349381	0.037339447	0.02834424	0.023768135	0.034311335	0.024572774
EEFSEC	0.044316167	0.074652037	0.05978162	0.087560875	0.094170258	0.077534047	0.08895466	0.068763124	0.063602226
EEPD1	0.026681549	0.041501511	0.018435466	0.063010194	0.049390511	0.034226103	0.03251794	0.016273583	0.051323643
EFCAB11	0.006083371	0.020666169	0.016815391	0.033072878	0.030600358	0.03111671	0.02329409	0.012135836	0.021053053
EFCAB12	0.00046702	0.000284312	0	7.19E-05	0	0.000527209	0	0	0.000304026
EFCAB13	0.007869597	0.019401547	0.013570568	0.018295647	0.014013597	0.020653389	0.013072882	0.01180625	0.016507074
EFCAB14	0.186961718	0.199317099	0.160413455	0.207659057	0.176310509	0.176736765	0.192503326	0.169321468	0.187515967
EFCAB2	0.036232106	0.067057495	0.035691029	0.046545152	0.042628051	0.062691993	0.042917627	0.04478598	0.045054892
EFCAB5	0.001562379	0.000501017	0.001153323	0.001250911	0.001160117	0.001206422	0.002843641	0	0.001713618
EFCAB6	0	0.000523295	0	0.000255913	0.000219024	0.001327987	0.000408396	0	0
EFCAB7	0.000578752	0.009092849	0.002698365	0.008061593	0.004500697	0.008054807	0.001278668	0.000910302	0.001935007
EFCC1	0.000115646	0.000320091	0	0.000564416	0.000901605	0.001516845	0.001077117	0	0.000186941
EFEMP1	0	0.00124108	0	0.000322216	0	0.000553346	0	0	0
EFEMP2	0.004022422	0.009998649	0.004486687	0.013320911	0.009288555	0.008137048	0.002259467	0.001461596	0.017008609
EFHB	0.000782358	0.001156077	0	0.00135631	0.00104656	0.00121824	0	0	0.000365296
EFHC1	0.009337923	0.034200442	0.01777305	0.031692337	0.02256413	0.0338886	0.014176318	0.005344293	0.037293726
EFHC2	0.000337499	0.001076337	0.000919918	0.000607712	0.000658632	0.000213598	0	0	0.000749464
EFHD1	0	0.003095161	0	0.000931088	0.001261971	0.001194543	0.001537185	0	0.000661852
EFHD2	0.979993683	0.398145439	0.549342476	0.587245779	0.880322238	0.586193221	0.791462069	1.314908564	0.694820776
EFNA1	0.001581048	0.003025194	0.010073409	0.004472732	0.002189441	0.004745561	0.002329117	0.002643347	0.003512176
EFNA3	0	0.000852373	0.000612986	0.001015669	0.000723885	0.001715462	0.001880622	0.000726161	0.00126185
EFNA4	0.004084665	0.018508747	0.012581029	0.01829526	0.016313444	0.011874022	0.012710826	0.007895046	0.017855573
EFNA5	0.000496216	0.000172925	0	7.64E-05	0	0	0	0	0.004051145
EFNB1	0.013636985	0.084100978	0.055177694	0.043098349	0.025663263	0.046581844	0.018330952	0.021081834	0.029169313
EFNB2	0.007830908	0.009800175	0.007362076	0.005347785	0.002324535	0.00471047	0.002305285	0.005557312	0.009124525
EFR3A	0.18875964	0.248146403	0.206688791	0.243199755	0.244428816	0.229261434	0.244659125	0.274140929	0.205825853
EFR3B	0.000494996	0.002401104	0	0.000496609	0.000232593	0.000244528	0.000349922	0	0.000149868
EFTUD2	0.121313443	0.137333167	0.102721623	0.129795725	0.142129272	0.116287611	0.127506349	0.159519953	0.152880902
EGF	0	0.001225022	0	0.000181132	0.000424355	0	0	0	0
EGFL7	0.010857908	0.304253987	0.00707227	0.096706649	0.004982541	0.012406565	0.00481222	0.02293783	0.057924784
EGFL8	0.000291854	0.00366866	0	0.001221611	0.00158758	0.000264764	0.001930298	0.001093395	0.000491595
EGFR	0	0.002226456	0	8.86E-05	0.000911619	0.000939228	0.000490245	0	0
EGLN1	0.102123198	0.093408618	0.093817671	0.089829911	0.125674686	0.103906549	0.112459482	0.117287388	0.116633075
EGLN2	0.174166154	0.144963781	0.138232928	0.13407355	0.154111954	0.116965469	0.128183952	0.198354733	0.182419437
EGLN3	0.002668853	0.010876943	0.013481346	0.031926735	0.017518556	0.013644421	0.008870999	0.022425238	0.086387603
EGOT	0.002838448	0.010103492	0.042995493	0.008502057	0.002665297	0.012698196	0.001540028	0.013420534	0.001685082
EGR1	0.268955553	1.37327459	0.868064294	0.763508107	0.338133029	1.315338717	0.280156042	0.346636924	0.949138891
EGR2	0.019461589	0.278404944	0.11217164	0.148265666	0.033298002	0.202889653	0.012156148	0.090944428	0.069946694
EGR3	0.054280665	0.164678373	0.173776979	0.094040769	0.030140363	0.117158734	0.032334714	0.083536281	0.079259448
EGR4	0.017044039	0.017759226	0.05802365	0.017726312	0.00712985	0.02710575	0.009854138	0.027952119	0.033491213
EHBP1	0.019056186	0.040268701	0.032071301	0.028694215	0.025200349	0.035139985	0.025978975	0.022274052	0.025080667
EHBP1L1	0.254659156	0.163597027	0.124289274	0.169040268	0.101893035	0.079706899	0.10803152	0.260263436	0.152111178
EHD1	1.083000526	0.237515308	0.371111992	0.14613595	0.080502048	0.150059777	0.297534388	0.525678115	0.529786065
EHD2	0	0.000635391	0	0.000758842	0.001373317	0.001980668	0.002382267	0	0.001990518
EHD3	0.00300294	0.009666177	0.001343603	0.002202132	0.001961684	0.002414131	0.003182042	0.002970258	0.003364216
EHD4	0.25897082	0.185350637	0.193445892	0.191129208	0.165609512	0.091746517	0.11713644	0.260736796	0.179370833
EHF	0.00324766	0.002537028	0.001562367	0.002921166	0.000574885	0.003666987	0	0.000879569	0.000333868
EHHADH	0.001377285	0.008594174	0.008089022	0.009772695	0.007868662	0.012559648	0.010251309	0.001861057	0.004208665
EHMT1	0.102296909	0.13334553	0.098531385	0.118242712	0.142204524	0.144581769	0.144775163	0.105860392	0.107432651
EHMT2	0.021579463	0.076336428	0.045849566	0.075124016	0.070991924	0.07869708	0.042359091	0.047723164	0.039219297
EI24	0.056442882	0.121092653	0.081361963	0.145153474	0.193391011	0.120041797	0.135631952	0.144070627	0.102688075
EID1	0.560508756	0.600175125	0.474671334	0.625330011	0.681005023	0.611728945	0.663145896	0.62726383	0.599434418
EID2	0.011003932	0.014182947	0.010015666	0.013106431	0.012871309	0.009357371	0.009666987	0.01309752	0.012283674
EID2B	0.002660419	0.007075832	0.006473531	0.012586939	0.015827945	0.012066144	0.008022011	0.008987706	0.010992882
EID3	0.009398666	0.012856916	0.020364999	0.011824771	0.005258305	0.0077627	0.007012823	0.021886426	0.010800598
EIF1	3.254186735	2.989274571	2.861882047	2.591082416	2.70489989	2.99549627	2.988218793	2.960979871	3.096086807
EIF1AD	0.059248801	0.052423976	0.061480723	0.064250584	0.08354861	0.0476845	0.077834722	0.072048486	0.076484388
EIF1AX	0.51015664	0.491994006	0.509701021	0.455447677	0.42128156	0.407395147	0.398723988	0.609204369	0.60237419
EIF1AY	0.057214746	0.042742982	0.036492462	0.031460825	0.072980563	0.063728256	0.068314179	0.050271506	0.000908607
EIF1B	0.9128681	0.548508236	0.650461149	0.511410299	0.540205061	0.584406552	0.517138254	0.610229999	0.987045003
EIF2A	0.250313875	0.287179806	0.241317432	0.249575101	0.301498743	0.343380688	0.292802544	0.268067893	0.260792185
EIF2AK1	0.104799881	0.145964362	0.143186048	0.158648613	0.166965781	0.136461463	0.129656028	0.174552326	0.144097259
EIF2AK2	0.108370123	0.204375805	0.200124943	0.245821642	0.206839519	0.195611365	0.1518434	0.397845265	0.219788076
EIF2AK3	0.260785678	0.176539096	0.174829067	0.142725611	0.176769007	0.215182901	0.281148632	0.146145569	0.175957827
EIF2AK4	0.13272509	0.30735299	0.189569641	0.20584238	0.255398653	0.279863727	0.304776138	0.160047363	0.166676715
EIF2B1	0.063842654	0.104644364	0.082915818	0.108991996	0.118789826	0.094227237	0.114076087	0.104596356	0.104371233
EIF2B2	0.040960363	0.057618176	0.041168565	0.071812324	0.079577903	0.045619905	0.050853012	0.071496217	0.063805036
EIF2B3	0.040145683	0.05947472	0.055394267	0.081393476	0.082248291	0.074859432	0.071551055	0.081292206	0.05762129
EIF2B4	0.027943903	0.06117817	0.043643831	0.064532134	0.06975963	0.048007235	0.041809576	0.055281393	0.05343943
EIF2B5	0.068297485	0.097010366	0.054464467	0.082528526	0.0859484	0.072573475	0.070110498	0.091467697	0.096390266
EIF2D	0.060881783	0.075276999	0.057046992	0.068049896	0.088690679	0.084929102	0.086279189	0.05075387	0.061220207
EIF2S1	0.137946499	0.181089313	0.153411292	0.171093428	0.217043776	0.167756704	0.185970509	0.256293943	0.164166252
EIF2S2	0.377247056	0.318972491	0.325144653	0.396743134	0.42587912	0.300714356	0.353940723	0.478989455	0.381730929
EIF2S3	0.467974628	0.439092157	0.439933529	0.430870694	0.464718642	0.536335925	0.424770669	0.395727185	0.40734261
EIF3A	0.653381789	0.521546487	0.454764873	0.424837431	0.501721954	0.502299957	0.579408216	0.626875622	0.441759074
EIF3B	0.133415086	0.119989208	0.075646717	0.114117025	0.13613039	0.096254765	0.145687597	0.161196799	0.134432611
EIF3C	0.060437156	0.060481318	0.055889894	0.04960316	0.066860611	0.057892126	0.075206666	0.061767509	0.053366339
EIF3CL	0.028232521	0.018796081	0.016075282	0.016113004	0.014095126	0.011153605	0.017393441	0.015688345	0.016121235
EIF3D	0.334854298	0.453304096	0.345452422	0.441888033	0.528360575	0.514872263	0.487353708	0.459379689	0.40753426
EIF3E	0.785165048	0.828493141	0.733137972	0.716054817	0.899534771	1.017814828	0.947734633	0.658662982	0.760982772
EIF3F	0.943842283	0.810666344	0.813407784	0.851867562	1.119982118	1.147052313	1.205870729	0.863000066	0.832293072
EIF3G	0.709820952	0.65437568	0.671757323	0.717839077	0.883195276	0.85979578	0.852345554	0.719289231	0.648700055
EIF3H	0.893645634	0.846463041	0.795811232	0.834115825	1.041900687	1.063166951	1.06418702	0.80387031	0.853177872
EIF3I	0.53053013	0.374726908	0.432768939	0.44698552	0.524043063	0.408016909	0.546094304	0.626379128	0.572100182
EIF3J	0.234459534	0.203135568	0.220119534	0.194175067	0.188442924	0.173868319	0.184748982	0.24782279	0.180508043
EIF3K	1.42198169	1.145011802	1.220994765	1.255662032	1.526113758	1.428378014	1.662209068	1.465372948	1.184352375
EIF3L	0.832238312	0.777421743	0.769668042	0.70580445	0.998738271	1.09388226	1.063370205	0.657539504	0.681322022
EIF3M	0.563513845	0.450075832	0.446474118	0.454623956	0.586347033	0.539346213	0.603929286	0.558088154	0.490473439
EIF4A1	0.796997351	0.809435549	0.746926956	0.596171205	0.537615913	0.592265157	0.556765955	0.837210281	0.643854745
EIF4A2	0.318575618	0.827906045	0.511162062	0.61367005	0.563601243	0.713884651	0.458400422	0.401669617	0.48014111
