	NK.c01.CD56brightCD16hi	NK.c02.CD56brightCD16lo.GZMH	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c06.CD56brightCD16lo.CREM	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c09.CD56dimCD16hi.ZNF90	NK.c10.CD56dimCD16hi.NFKBIA	NK.c11.CD56dimCD16hi.MKI67	NK.c12.CD56dimCD16hi.DNAJB1	NK.c13.CD56dimCD16hi.NR4A3
OR10J1	0	0	0	0	0	0	0	0	0	0	0	0	0
APCS	0	0	0	0	0	0	0	0	0	0	0	0	0
CRP	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP23	0.051929183	0.216546441	0.144739339	0.143790723	0.079136955	0.128381434	0.245851805	0.166727583	0.376636746	0.205128215	0.200851159	0.13675316	0.13419165
FCRL6	0.419580668	0.310263997	0.086480315	0.352763215	0.03608461	0.152382814	1.033505173	1.048500632	0.588832948	0.898025357	0.234560885	0.63751607	0.557144287
SLAMF8	0.046744896	0	0	0.014392458	0.009074484	0.009451108	0.004784357	0.003591017	0	0.009901203	0.028878962	0.005898951	0.002726226
C1orf204	0	0	0	0.009299484	0.014737114	0.00022861	0.019326471	0.010238442	0	0.001394904	0.008505956	0.001810806	0.001051883
VSIG8	0.068322203	0.014910011	0	0.018117909	0	0.00377249	0.010766442	0	0	0.006352872	0	0.005441088	0.004185604
RP11-190A12.7	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-190A12.8	0	0	0	0	0	0.000430066	0	0	0	0	0	0	0
CFAP45	0	0	0	0	0	0.003012359	0	0	0	0	0	0.001710183	0.001397465
TAGLN2	0.930101385	1.722098687	2.733407471	2.084948608	3.639487252	3.837230753	2.17279549	1.686863848	1.764762412	2.150756589	3.290371171	2.456406111	3.113982251
IGSF9	0	0	0	0	0	0.00032619	0	0	0	0	0	0	0
SLAMF9	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01133	0	0	0	0	0	0.000792186	0	0	0	0	0	0	0
PIGM	0.09535861	0.054683549	0.146213508	0.060684478	0.021004544	0.030623654	0.078580089	0.052856082	0	0.038093892	0.024723779	0.033266849	0.023586034
KCNJ10	0	0	0	0	0	0	0	0	0	0	0	0.000333627	0
RP11-536C5.2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ9	0	0	0	0	0	0.000191263	0	0	0	0	0	0	0
IGSF8	0.016331435	0.128426628	0.072823054	0.08356655	0.025738034	0.086609458	0.167023825	0.141082832	0.073539094	0.152084457	0.101265073	0.129179735	0.135607472
ATP1A2	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP1A4	0	0	0.022276379	0	0	0.002546581	0	0	0	0.002376224	0	0	0
CASQ1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C5.7	0	0	0	0	0	0.000244121	0	0	0	0	0	0	0
PEA15	0.081103827	0.044446375	0.090029611	0.094496224	0.10318807	0.09725184	0.096637917	0.11289679	0.086963278	0.092818802	0.131164695	0.116455048	0.109531187
DCAF8	0.478942238	0.174437429	0.141137338	0.270775649	0.149610239	0.151171571	0.137517292	0.253642158	0.22041088	0.170788655	0.055689536	0.151209164	0.155515723
RP11-574F21.3	0	0	0	0	0	0	0	0	0	0.003300389	0	0	0.000211023
RP11-574F21.2	0	0	0.02632663	0.011650857	0.024105509	0.010138345	0.006446178	0.005652389	0	0.016383348	0	0.006017649	0.002389773
PEX19	0.082637185	0.090555534	0.100585096	0.061699648	0.072564048	0.060214655	0.082344029	0.10793956	0.063594926	0.101974133	0.075975413	0.063789502	0.069722665
COPA	1.0352726	0.218526398	0.344798044	0.279302132	0.162303413	0.341152098	0.118938188	0.193189928	0.24848304	0.220671963	0.170457024	0.269031299	0.341657608
NCSTN	0.157314154	0.023313759	0.203583794	0.14404718	0.169847652	0.107806645	0.139198447	0.255271984	0.06241566	0.169465455	0.085558138	0.118436884	0.154635746
NHLH1	0	0	0	0	0	0.000190268	0	0	0	0	0	0	0.000231968
VANGL2	0	0	0	0	0	0	0	0	0	0	0	0	8.77E-05
SLAMF6	0.516666872	0.248129459	0.185751996	0.335883863	0.142565698	0.12630115	0.455808894	0.473813637	0.317022912	0.346482479	0.128367258	0.302561993	0.179256282
RP11-528G1.2	0	0	0	0	0	0	0	0	0	0	0	0	0
CD84	0.393043507	0	0.168079259	0.10944691	0.015174772	0.042305327	0.018172404	0.023806541	0	0.031582127	0.010734789	0.015028553	0.018558572
SLAMF1	0	0	0.10377212	0	0	0.011596741	0.006571491	0.003112351	0	0.005312046	0	0.001070488	0.002828391
RP11-404F10.2	0	0	0	0	0	0	0	0	0	0.001033656	0	0.000604357	0.000638354
CD48	0.37657166	1.190771545	0.536977664	1.097835239	0.9050011	0.785434778	1.709156204	1.699236975	1.563062089	1.817328551	0.953013887	1.387488811	1.084381575
SLAMF7	0.4120781	0.353522159	0.126440267	0.391631184	0.116934435	0.200281997	0.303448212	0.31756809	0.248302705	0.35727924	0.316671225	0.330883362	0.213046431
LY9	0.331232207	0.214382901	0.033545705	0.268127097	0.043809291	0.12868199	0.084508219	0.137609235	0.104313574	0.147495343	0.034012149	0.108766657	0.067715729
CD244	0.42138967	0.370560026	0.04940824	0.359276229	0.211958823	0.182478273	0.507261792	0.579449782	0.316429153	0.474078444	0.289294922	0.378580971	0.296512053
ITLN1	0	0	0	0	0	0	0	0	0	0	0	0	0.000301441
RP11-312J18.6	0	0	0	0	0	0	0	0	0	0	0	0	0
ITLN2	0	0	0	0	0	0	0	0	0	0	0	0	0
F11R	0.154433042	0.071312675	0.136086154	0.067515585	0.042767945	0.094853501	0.055106165	0.174742584	0.103320492	0.105476174	0.059830818	0.128730091	0.102769119
RP11-544M22.13	0	0	0	0	0	0.002457437	0	0	0	0	0.00526721	0.000387991	0.000561705
TSTD1	0.152637103	0.503021119	0.795899658	0.443694846	0.407696142	0.453519228	0.441179832	0.423411009	0.718576957	0.415924042	0.220232479	0.320288099	0.328831735
USF1	0.02377973	0.054540239	0.091950935	0.039558802	0.063405073	0.044438184	0.057316406	0.106756683	0	0.081827879	0.042746511	0.045430203	0.046574661
ARHGAP30	0.620813048	0.683181707	0.422966492	0.33986271	0.360656552	0.28349112	0.702458966	0.750946845	0.473148593	0.530035882	0.410690687	0.38404219	0.421544163
PVRL4	0	0	0	0	0	0.000656426	0	0	0	0	0	0.000348462	0.000540217
RP11-544M22.8	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC9	0	0	0.018192758	0.008036253	0	0.002100324	0	0	0	0	0	0.000299948	0.00049751
PFDN2	0	0.301417581	0.160568451	0.288807134	0.167806376	0.320746122	0.379827075	0.199131926	0.349813347	0.282437727	0.311289858	0.299611436	0.329986175
NIT1	0.030722452	0.130789008	0.048995383	0.080719475	0.073830273	0.055560098	0.049702081	0.089935048	0.013816436	0.07957194	0.072681711	0.058244601	0.039581241
DEDD	0.020141192	0.157539919	0.118538793	0.136568411	0.102255252	0.104403839	0.097519582	0.114140381	0.123592643	0.15899467	0.063589333	0.121437798	0.119766189
UFC1	0.418968734	0.547245589	0.802309689	0.516330754	0.524830383	0.549610457	0.826198196	0.676493547	0.483419447	0.715173876	0.561708355	0.698328481	0.743667077
RP11-297K8.2	0	0	0	0.001088428	0	0.000952514	0.013044818	0	0	0.005780112	0	0.000517826	0.001425153
USP21	0.106053421	0.029967818	0.01414798	0.034824088	0.057240129	0.035450805	0.031229435	0.071354146	0.122007003	0.045547879	0.026318139	0.042135886	0.037448026
PPOX	0.075400542	0.041527956	0.101107961	0.066139847	0.073020792	0.046063459	0.055947846	0.081067605	0	0.070779016	0.047012237	0.043551222	0.042015851
B4GALT3	0.06175435	0.161882133	0.113825374	0.11988051	0.127887557	0.108325724	0.160273415	0.325955577	0.172839046	0.291859898	0.141182216	0.202607149	0.164199977
ADAMTS4	0.023375901	0	0	0.009172717	0	0.001098303	0.027031824	0.006486726	0	0.001964522	0	0.002693712	0.002653211
NDUFS2	0.405885766	0.270950496	0.402037383	0.227418583	0.28319597	0.188414502	0.352431008	0.434803883	0.300441098	0.291770538	0.44939815	0.26425766	0.219968194
FCER1G	0.604709967	3.569450274	2.772976183	3.167834723	2.725444836	2.959279388	2.967585799	4.313023572	3.202816755	3.569424721	1.763224677	2.822907866	3.031539411
APOA2	0	0	0	0	0	0	0	0	0	0	0	0	0
TOMM40L	0.05861038	0.044855114	0.009121743	0.01197098	0.015639219	0.007331754	0.044995176	0.02579391	0	0.029140679	0.057424434	0.020705589	0.01449782
NR1I3	0	0	0	0	0	0	0	0	0	0	0	0.000408435	0.000109722
PCP4L1	0	0	0	0	0	0	0	0	0	0	0	0.000438555	0.000484969
MPZ	0.010628222	0	0	0.0296462	0.008841805	0.010746999	0.007751945	0.004695234	0	0.011618459	0	0.009839315	0.011526961
SDHC	0.159240471	0.395747966	0.396099016	0.271486437	0.367774045	0.310673826	0.334409309	0.370714304	0.393694536	0.339992962	0.409710551	0.299874178	0.357114566
CFAP126	0	0	0	0	0	0.000811956	0	0	0	0	0	0	0
FCGR2A	0	0	0	0	0	0.004453102	0.011038628	0.010747019	0	0.012953561	0	0.010518684	0.008204516
HSPA6	0.043542386	0.894171884	1.292913324	0.532958908	0.177135117	2.258667265	0.291707119	0.410951706	0.376159964	0.226689453	1.39894426	11.54262499	0.044324153
FCGR3A	0.540146566	2.09877277	0.080659496	1.190752113	0.3132392	0.573698414	6.64175863	6.564850123	5.116331828	6.106547271	3.53596115	4.968835567	5.505681473
RP11-5K23.5	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR3B	0.031758558	0.164206561	0	0.032934901	0.05295785	0.012073118	0.183050578	0.13103791	0.039589402	0.107826192	0.179220614	0.118897233	0.120035318
FCGR2B	0.023375901	0.114220625	0.032568526	0.025496889	0.008612834	0.012260781	0.11083157	0.127606537	0.097108706	0.083244869	0.011882933	0.083359263	0.063024325
RP11-25K21.1	0	0	0	0	0	0	0	0	0	0	0	0	0
FCRLA	0	0	0	0.001883782	0.017225668	0.00017692	0	0	0	0.001640529	0	0.001488122	0.001202942
FCRLB	0	0.038143906	0.032568526	0.023267128	0.008612834	0.014302417	0.022220964	0.069584381	0	0.058615414	0.050574158	0.050024774	0.027480274
DUSP12	0.205756354	0.076710862	0.196968834	0.15957211	0.137446398	0.132949259	0.17915144	0.16354034	0.062170252	0.144935904	0.129280421	0.129288164	0.144027705
RP11-474I16.8	0	0	0	0.002547738	0	0.001100412	0	0	0	0.002463006	0	0	0
ATF6	0.16747465	0.083289334	0.157414052	0.189896418	0.106307483	0.096014783	0.109959099	0.100577499	0.12271168	0.08048694	0.050846426	0.095879586	0.083051562
OLFML2B	0	0	0	0	0	0	0	0	0	0	0	0	0.000158561
RP11-227F8.2	0	0	0	0	0	0	0	0	0	0	0	0	0
NOS1AP	0	0	0	0	0	0.003260297	0	0	0	0	0	0.001070561	8.00E-05
RP11-565P22.6	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf226	0	0	0	0	0	0.000409582	0	0	0	0	0	0	0
C1orf111	0	0	0	0	0	0	0	0.003019598	0	0	0	0	0
SH2D1B	0.809749021	1.471954745	0.700986138	1.309022791	0.688520821	1.11561598	1.317282417	1.808324348	1.484129132	1.761611387	0.552658557	1.620918475	1.539093088
UHMK1	0.923984667	0.356660424	0.341501499	0.434505762	0.268633327	0.302334561	0.533302762	0.693732897	0.535782269	0.509181512	0.365264577	0.399282337	0.472133169
RP11-359K18.3	0	0	0	0	0	0.001933651	0	0.003379563	0.026563212	0.007078577	0	0.003708904	0.002318427
UAP1	0.256643834	0.107204173	0.14236886	0.175344658	0.041880893	0.346518904	0.231968319	0.242111306	0.510331565	0.276035889	0.250696451	0.679257575	0.814649692
DDR2	0	0.037150722	0	0	0	0.001436226	0	0	0	0	0	0.000866098	0.001716659
HSD17B7	0.284254659	0.112634718	0.100472339	0.198813941	0.142833741	0.137402611	0.186057071	0.161156087	0.106632354	0.127610958	0.089444005	0.245076566	0.122136458
CCDC190	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS4	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS5	0.033387202	0	0	0	0	0.000657854	0.007566308	0.008328709	0	0	0	0.003275294	0.001932344
RP11-267N12.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232995	0.066041732	0	0.015536648	0.024121663	0	0.00504789	0.014371738	0.004111858	0	0.00262712	0.001361247	0.001349675	0.002756062
NUF2	0.020328157	0.037315552	0.017612331	0.022200752	0.019066267	0.014722759	0.006810661	0.016454334	0	0.008737796	0.681158728	0.022269516	0.014773941
PBX1	0	0	0.038988932	0.009791011	0.02078191	0.005793617	0	0	0	0	0	0.000432591	0
RP11-506O24.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LMX1A	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRG	0	0	0	0	0	0	0	0	0	0	0	0	0.000140154
RP11-280O1.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC52	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-306I1.2	0	0	0	0.005610543	0	0.001654442	0	0	0	0.00167362	0	0.003543777	0.00053788
MGST3	0.030205475	0.353086607	0.400085742	0.224435082	0.264975093	0.253404513	0.464253972	0.382003527	0.501311444	0.32396401	0.389937815	0.252081466	0.283420336
ALDH9A1	0.269452376	0.123988677	0.23111191	0.231189361	0.139507205	0.177297734	0.150365948	0.201537573	0.441266526	0.212137674	0.205555861	0.204831016	0.239589142
RP11-466F5.10	0	0	0	0	0	0	0	0	0	0	0	0	0.000167962
TMCO1	0.246824827	0.4033204	0.316224643	0.311473898	0.27664249	0.366252703	0.485474193	0.510870265	0.432747481	0.450920034	0.407784819	0.378180724	0.422893188
RP11-466F5.8	0.042957435	0	0	0	0	0.001557319	0.00876932	0	0.046975882	0.00798703	0	0.001522196	0.000912566
UCK2	0	0.029895853	0.025380989	0.036134903	0.064276973	0.059547039	0.032775534	0.075127097	0.034060372	0.049473429	0.114304235	0.059257725	0.056081852
RP11-525G13.2	0	0	0.019826227	0	0	0.001539214	0	0	0	0	0	0.001914913	0.001310056
FAM78B	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-375H19.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-479J7.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-276E17.2	0	0	0	0	0	0.001093705	0	0	0	0	0	0.001007112	0.0007837
POGK	0.101145333	0.013309342	0.015536648	0.083457184	0.004118358	0.057890556	0.054987225	0.05632189	0.023215278	0.038183178	0.036370108	0.029355659	0.040067124
TADA1	0.074359659	0.033124208	0.035726737	0.010608723	0.051303407	0.0260176	0.02657474	0.046307991	0	0.025158942	0.017544005	0.030719076	0.027355377
ILDR2	0.063634622	0	0	0.004372525	0	0.026174257	0	0.002405765	0	0	0.019182594	0.002448456	0.005719219
MAEL	0	0	0	0	0	0.001714035	0	0	0	0	0	0	0.000115391
RP11-102C16.3	0	0	0	0	0	0	0	0	0	0	0	0	0
GPA33	0	0	0.015536648	0.031553493	0.00813656	0.015320624	0.006400247	0.015434879	0	0.018253969	0	0.022034618	0.017774483
DUSP27	0	0	0	0	0	0	0	0	0	0.001866764	0	0	0
LINC01363	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-277B15.3	0	0	0	0	0	0.000823889	0.016687544	0	0	0.003015121	0	0.001882168	0.000767784
POU2F1	0.161270403	0.051107241	0.123715612	0.085554699	0.068035446	0.052806548	0.055860243	0.11723377	0.028031263	0.049278341	0.092622358	0.041089828	0.039582149
CD247	2.663274652	3.619449906	1.393348538	2.73447627	0.932044408	2.261327594	5.236390725	5.64479558	4.238784298	4.923060814	2.639485762	3.866588777	4.360694719
RP11-104L21.3	0	0	0	0.021138115	0	0.003361798	0	0.005705134	0	0.008986398	0.029867822	0.003189507	0.009070572
CREG1	0.020166485	0.02703736	0.073790416	0.076172644	0.048421847	0.096063171	0.050504041	0.036078626	0.085014555	0.048786	0.047800076	0.085777743	0.072350852
RP3-455J7.4	0	0	0.020051269	0.006341855	0	0.001086621	0	0	0	0.002758167	0.006766745	0.002430319	0
RCSD1	1.08262737	1.432893837	0.900888701	0.919291224	1.302489176	0.369443985	0.783132321	0.676678632	0.381852239	0.575055819	0.602426273	0.461684487	0.314579877
MPZL1	0.079706835	0	0	0.025731062	0.025502429	0.022608926	0.025840387	0.007802408	0.034143446	0.020138842	0.030799465	0.024166237	0.015515414
ADCY10	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-313L4.3	0	0	0	0	0	0	0	0	0	0	0	0	0
MPC2	0	0.303899603	0.273561824	0.314376174	0.245915096	0.322103162	0.362199708	0.233634998	0.308514962	0.251825131	0.428980472	0.314577271	0.287987746
DCAF6	0.28919866	0.145421845	0.073623589	0.120407782	0.084351178	0.122999208	0.100070507	0.061483048	0.10183365	0.080781459	0.126790806	0.081520187	0.072513245
GPR161	0	0	0	0	0.014090588	0	0	0	0	0	0	0.000277643	0.000143536
TIPRL	0.238298294	0.490480004	0.317518743	0.240961709	0.317745247	0.237994652	0.220602375	0.226788225	0.181729236	0.225601857	0.274428122	0.231069349	0.21838982
SFT2D2	0.643828271	0.209680007	0.189978043	0.232349972	0.088127242	0.159333458	0.182633471	0.246177039	0.187391102	0.229035353	0.186972746	0.166705414	0.201676294
TBX19	0	0	0	0.011089544	0.014737114	0.003917115	0	0	0	0.006108286	0	0.004069304	0.004903137
RP5-968D22.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-968D22.3	0	0	0	0	0	0	0	0	0	0	0	0	0
XCL2	0.654793384	1.20711811	4.588973713	5.045936038	7.182036673	3.355092483	0.741433057	1.063385036	0.617449142	2.99516874	1.606842559	3.455837715	1.236273757
XCL1	0.766521073	1.476952897	4.727206802	7.404460316	11.40291962	4.529407994	0.384807359	0.391226394	0.182053187	1.532559018	1.609658713	1.646839819	0.704397374
DPT	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-10C16.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00626	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00970	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1018K9.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP1B1	0.204441959	0.073142027	0.161428906	0.087952415	0.040794697	0.190413972	0	0.003316068	0	0.012398789	0.044785663	0.038616311	0.023014297
NME7	0.092296213	0.039433404	0.045171097	0.017227789	0.058014326	0.044637156	0	0.037923136	0.028031263	0.032085148	0.051809585	0.024603033	0.024573425
BLZF1	0.241496629	0.042120983	0.05567807	0.104155157	0.0502119	0.073723758	0.058853165	0.063725035	0.098915229	0.069080451	0.055399995	0.077205901	0.057173688
CCDC181	0	0	0	0	0	0.00021383	0	0	0	0	0	0	0.000183095
SLC19A2	0.07291623	0.053223543	0.191133927	0.026915809	0.107793607	0.070952732	0.014970482	0.031120582	0	0.030085802	0.029102237	0.056650237	0.042668577
RP1-206D15.6	0	0	0	0	0.038575935	0.002179728	0	0.018019071	0	0	0	0.001974161	0.000851436
F5	0	0	0	0	0	0.000344036	0	0	0	0	0	0	0.000172842
SELP	0	0	0	0	0	0	0	0	0	0	0	0.000198008	0
C1orf112	0.050237468	0	0.027977777	0.008537229	0	0.005364609	0.018999405	0.016306168	0.031136149	0.016016756	0.120362104	0.014807823	0.01070666
SELL	0.268779482	0.762926481	3.490173997	0.100947655	5.41344108	0.671938736	0.181078183	0.255142224	0.033410054	0.226102574	0.358857118	0.237049599	0.204749272
SELE	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL18	0.068485048	0.070259448	0.053371933	0.053123695	0.014309408	0.025176175	0.095261274	0.095551257	0.0622498	0.050887496	0.083565636	0.037274571	0.030607962
SCYL3	0.170472511	0.059460004	0.173514814	0.055372547	0.011605896	0.036054364	0.090480425	0.053651024	0.071091534	0.050580902	0.019292198	0.040561806	0.026903014
KIFAP3	0.44675586	0.189362913	0.359973215	0.169749012	0.100265978	0.135350753	0.200273664	0.24408874	0.153003318	0.127180545	0.093673613	0.149889565	0.148819041
METTL11B	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-297H3.3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01142	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-576I22.2	0	0	0	0	0	0	0	0	0	0	0	0	0.000144455
GORAB	0.033226022	0.046412796	0.058247787	0.058699508	0.039162912	0.033878315	0.047353278	0.048763846	0.019611674	0.035392075	0.032235286	0.029506501	0.025410489
PRRX1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-79C4.4	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH9	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO3	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO2	0	0	0	0	0	0	0	0	0	0	0	0.000266889	0
RP1-127D3.4	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-45C12.1	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO1	0	0	0	0	0	0.000111187	0	0	0	0.000904068	0	0.000757839	0.00050732
FMO4	0.031758558	0	0.026162868	0.015097102	0.009969378	0.006331623	0.004784357	0.014907966	0.033410054	0.014676478	0.01176423	0.013606348	0.015473127
PRRC2C	1.704490799	1.851744261	0.88361401	1.272799701	0.802041541	1.258259759	1.137552315	1.114108605	0.820566658	1.076669812	0.939459548	1.063190473	1.202045159
MYOC	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP4	0.28852663	0.008996775	0.025380989	0.158667099	0.113861984	0.075211437	0.171854331	0.199298889	0.098772764	0.151799204	0.043045266	0.143893874	0.104416196
METTL13	0.159608505	0.114079974	0.060810845	0.052159115	0.03815788	0.043951251	0.045700047	0.042796719	0.018105035	0.046083669	0.044105307	0.047910053	0.034592783
DNM3	0.077486808	0.018214196	0.076213154	0.027916902	0.014006318	0.00668853	0	0	0	0.001040672	0	0.004067526	0.004771434
DNM3OS	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGC	0.190524785	0.148684783	0.290098563	0.169610817	0.116926264	0.098215755	0.231912713	0.259104187	0.121617323	0.178054764	0.15520702	0.174253088	0.126588837
C1orf105	0	0	0	0	0	0.00015892	0	0	0	0	0	0	0
SUCO	0.581487346	0.189436594	0.223413592	0.163889037	0.138865536	0.199946942	0.077586383	0.135476603	0.061665734	0.146658514	0.10070791	0.13826568	0.186680832
FASLG	0.735384874	0.36695613	0.069368052	0.497652337	0.030356112	0.596169591	0.360757615	0.462311901	0.34141228	0.693945024	0.378381723	0.458486776	0.384198608
RP1-15D23.2	0	0	0.033380893	0.002448535	0	0.000246937	0	0	0	0.001394904	0	0.000803344	0
RP3-471M13.2	0	0	0	0.003317732	0	0	0	0	0	0	0	0	0.0001645
TNFSF18	0	0	0	0.007940761	0	0	0	0	0	0	0	0.000109695	0
RP3-395P12.2	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF4	0	0.011681657	0.220261088	0.058142748	0.157199656	0.048155597	0.009855176	0	0	0.003211959	0	0.004505022	0.001443657
RP11-296O14.3	0.064053129	0	0.009121743	0.004807266	0	0.004173518	0.007335047	0.023072251	0	0.001559282	0	0.005479198	0.00246102
PRDX6	0.259223027	0.629699819	0.274625644	0.803449482	0.50443964	0.788964369	0.471545217	0.472953398	0.538432258	0.621220066	0.816230891	0.583174333	0.605623524
SLC9C2	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD45	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL20	0.314636118	0.069100882	0	0.078944131	0.122333104	0.068870347	0.061396127	0.087613124	0.046396895	0.070886626	0.056662578	0.067425547	0.072937525
CENPL	0.029287375	0	0.063894146	0.034809487	0	0.02071197	0.023199214	0.025129306	0	0.045048403	0.145160213	0.031657399	0.024361361
DARS2	0.073823944	0	0.019826227	0.042188196	0	0.015388907	0.039426221	0.028215392	0	0.013701147	0.058488873	0.017199282	0.015936627
GAS5-AS1	0	0	0	0	0	0.000439743	0	0	0	0	0	0.000532543	0.000158034
ZBTB37	0.257662251	0	0.015536648	0.116026108	0	0.023439639	0.010548569	0.088707278	0.13010049	0.058545173	0	0.031304746	0.031412604
SERPINC1	0	0	0	0	0	0	0	0	0	0	0	0.000298504	0
RC3H1	0.897005969	0.49175812	0.2390648	0.427658802	0.177986774	0.318958563	0.204535509	0.332417758	0.193329115	0.325146702	0.111414112	0.334237799	0.326209008
RP11-160H22.3	0	0	0	0.001774689	0	0.001101041	0	0	0	0.001641292	0	0.001352959	0.000603796
RP11-160H22.5	0	0	0	0.004750586	0.011707426	0.006644448	0	0.016576576	0.055054751	0.019371943	0.007409265	0.01285373	0.011417925
RABGAP1L	1.599399386	0.492886663	0.68943402	0.661221817	0.441280272	0.465079973	0.492553322	0.538760666	0.441422218	0.455061787	0.266736291	0.484069253	0.462013543
GPR52	0.051144089	0	0	0	0	0	0	0	0	0	0	0.000417644	0.000965073
RP1-102G20.5	0	0	0	0	0	0.000302043	0	0	0	0	0	0.000271926	0
CACYBP	0.23476459	0.258527585	0.497477293	0.380571441	0.283129474	1.010940252	0.370502203	0.394867026	0.571980555	0.530510562	0.975832183	3.83678952	0.529570727
MRPS14	0.133418487	0.085427338	0.115335319	0.070967661	0.044085506	0.090303223	0.194929104	0.121988219	0.244061354	0.147322103	0.121189691	0.125885195	0.097141769
TNN	0	0	0	0	0	0.000166506	0	0	0	0	0	0	0
KIAA0040	0.294690464	0.172018939	0.115004806	0.156519543	0.012867984	0.082511613	0.14353011	0.120645222	0.04274017	0.091688453	0.222574147	0.106806199	0.06074128
RP5-1114G22.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-518E13.2	0	0	0	0	0	0	0	0	0	0	0	0	0
TNR	0	0	0	0	0	0.00768767	0	0	0	0	0	0	0
RP11-222A5.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-318C24.2	0	0	0	0	0	0	0	0	0	0	0	0	0.000254425
RFWD2	0.421086207	0.0864694	0.045577207	0.152219521	0.059746386	0.106515172	0.14849719	0.133422605	0.028839746	0.091615395	0.128779165	0.090889784	0.114334587
RP11-492I21.1	0	0	0	0	0	0	0	0	0	0.001457156	0	0	0
RP11-195C7.1	0	0.041698256	0	0.012055022	0.01252113	0.00126056	0	0	0	0.004442177	0	0.004018512	0.003909908
PAPPA2	0	0	0	0	0	0	0	0	0	0	0	0	0.000316909
ASTN1	0	0	0	0	0	0	0	0	0	0	0	0	0
BRINP2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-35C21.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-35C21.2	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC16B	0	0	0	0	0	0	0	0	0	0	0	0	0.000127709
RASAL2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
RASAL2	0	0	0.01414798	0	0	0.000121073	0	0	0	0	0	0.000333627	0.000114985
RP4-593C16.4	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX35	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf220	0.072666263	0	0	0.002853841	0	0.000918261	0	0	0	0.001830902	0	0.001283662	0.000346745
RP5-1098D14.1	0	0	0	0	0	5.22E-05	0	0	0	0	0	0.000365051	0
RP11-428K3.1	0	0	0	0	0	0	0	0	0	0	0	0.000244347	0
RALGPS2	0.150628002	0	0.032568526	0.041433478	0.070493644	0.046063409	0	0.030372755	0.016976489	0.017150397	0	0.025874859	0.023799059
