	Fibroblast.c01.MYH11	Fibroblast.c02.ADAMDEC1	Fibroblast.c03.COL15A1	Fibroblast.c04.LRRC15	Fibroblast.c05.PI16	Fibroblast.c06.ADH1B	Fibroblast.c07.IL6	Fibroblast.c08.RGS5	Fibroblast.c09.CTNNB1	Fibroblast.c10.PRG4	Fibroblast.c11.HOPX	Fibroblast.c12.MSLN	Fibroblast.c13.HGF	Fibroblast.c14.HSPA6	Fibroblast.c15.SOX6	Fibroblast.c16.SFRP2	Fibroblast.c17.STMN1	Fibroblast.c18.HHIP	Fibroblast.c19.MMP1	Fibroblast.c20.CD74
CIART	0.255340793	0.018456376	0.01585315	0.028676302	0.013661768	0.014925373	0.030612245	0.193969687	0.009280742	0	0.01193634	0.076923077	0.014925373	0.023734177	0.015228426	0.041570439	0.028735632	0.048780488	0.02739726	0.005649718
CIITA	0.128687691	0.005033557	0.00458907	0.002523515	0.002069965	0.022780833	0.010204082	0.153176395	0.016241299	0	0.096816976	0.025641026	3.044776119	0.007911392	0.003384095	0.006928406	0.011494253	0	0.011130137	0.18079096
CISD1	1.807222787	0.275167785	0.389236546	1.538196834	0.492444628	0.537313433	0.530612245	2.743147372	0.285382831	1	2.49602122	1.512820513	25.59701493	1.003955696	0.900169205	1.297921478	1.215517241	1.195121951	1.836472603	3.474576271
CISD2	1.619023398	0.174496644	0.281602003	0.711401698	0.432001656	0.328358209	0.37755102	1.594001935	0.160092807	2	1.099469496	0.641025641	0.47761194	0.640031646	0.458544839	0.575057737	0.913793103	0.536585366	0.934075342	0.418079096
CISD3	2.665310275	0.17114094	0.339173967	0.913053453	0.553922583	0.273369992	0.306122449	1.997420187	0.164733179	0.5	1.023872679	0.846153846	2.164179104	0.392405063	0.358714044	0.614318707	0.482758621	0.841463415	1.022260274	0.378531073
CISH	3.525940997	0.043624161	0.070504798	0.068134893	0.049886152	0.202670856	0.142857143	2.199935505	0.018561485	0	0.24668435	0.205128205	0.059701493	0.356012658	0.055837563	0.715935335	0.031609195	0.036585366	0.105308219	2.480225989
CITED4	0.372329603	0.020134228	0.057571965	0.068364304	0.154005382	0.037706206	0.051020408	0.285714286	0.051044084	1	0.140583554	0.076923077	0.537313433	0.067246835	0.0321489	0.069284065	0.106321839	0.097560976	0.164383562	0.028248588
CKAP2L	0.125635809	0.021812081	0.001668753	0.013994035	0.002483958	0.001571092	0.020408163	0.091099645	0	0	0.00530504	0	0	0.003164557	0.008460237	0.006928406	0.011494253	0.024390244	0.011130137	0
CKMT2-AS1	0.580366226	0.05033557	0.025865665	0.009635237	0.035396398	0.023566379	0.020408163	0.587713641	0.006960557	0	0.072944297	0.025641026	0.059701493	0.015822785	0.042301184	0.023094688	0.00862069	0.012195122	0.010273973	0.011299435
CKS1B	1.191759919	0.130872483	0.458489779	0.272998394	0.517284206	0.371563236	0.336734694	0.725411158	0.062645012	0	0.445623342	0.256410256	3.552238806	0.279272152	0.162436548	0.457274827	0.566091954	0.304878049	0.321061644	0.485875706
CLASP2	3.287894201	0.137583893	0.16478932	0.239733884	0.12647485	0.366849961	0.12244898	1.717026766	0.088167053	0	0.562334218	0.153846154	3.701492537	0.176424051	0.137055838	0.230946882	0.054597701	0.231707317	0.20890411	1.836158192
CLCA1	0	0	0	0	0	0	0	0	0	0	0.00132626	0	0	0	0.025380711	0	0	0	0	0
CLCA2	0.002034588	0	0.000834376	0.00550585	0.000206996	0.000785546	0	0.001612383	0	0	0	0	0	0.002373418	0	0.002309469	0.022988506	0	0.007705479	0
CLCA4	0	0	0	0	0.000413993	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
CLCC1	1.983723296	0.105704698	0.095953275	0.125946318	0.135582695	0.231736057	0.173469388	1.120606256	0.020881671	0.5	0.538461538	0.102564103	5.268656716	0.108386076	0.128595601	0.787528868	0.425287356	0.158536585	0.168664384	0.062146893
CLCN1	0	0	0.002085941	0	0	0.002356638	0	0.034666237	0	0	0	0	0	0.001582278	0	0	0	0	0	0
CLCN3	1.554425229	0.097315436	0.144347101	0.385868318	0.228524115	0.144540456	0.173469388	0.76717188	0.11136891	0.5	0.50928382	0.282051282	4.820895522	0.186708861	0.216582064	0.321016166	0.123563218	0.134146341	0.366438356	0.192090395
CLCN5	0.008138352	0.025167785	0.024196913	0.07180546	0.034775409	0.017282011	0.030612245	0.170428894	0.020881671	0	0.055702918	0.128205128	0.029850746	0.032436709	0.027072758	0.741339492	0.017241379	0.012195122	0.058219178	0.039548023
CLCN6	1.125127162	0.070469799	0.07008761	0.108052306	0.060235976	0.06205813	0.102040816	0.918252177	0.039443155	0	0.301061008	0.025641026	4.582089552	0.247626582	0.065989848	0.099307159	0.037356322	0.012195122	0.121575342	1.062146893
CLCNKA	0.001525941	0.001677852	0	0.001147052	0	0	0	0.000806192	0	0	0	0	0	0	0	0	0.002873563	0	0	0
CLCNKB	0.018311292	0	0.000834376	0.003441156	0.001241979	0.000785546	0.010204082	0.001451145	0	0	0.00132626	0	0	0.002373418	0	0.006928406	0.002873563	0.012195122	0.003424658	0
CLDN1	0.171922686	0.003355705	0.0317063	0.005964671	0.004553923	1.175962294	0	0.437278297	0.041763341	0	0.716180371	0	3.104477612	0.113132911	0.001692047	0.480369515	0.045977011	0	0.010273973	3.649717514
CLDN11	0.006612411	0.072147651	0.136837714	0.035558614	0.472986959	0.103692066	0.418367347	0.069977427	0.027842227	0	0.202917772	0.384615385	0.164179104	0.073575949	0.015228426	0.778290993	0.028735632	0.06097561	0.025684932	0.175141243
CLDN16	0	0	0.000417188	0.000458821	0	0.001571092	0	0.000644953	0.004640371	0	0.00132626	0	0	0	0	0	0	0	0.000856164	0
CLDN19	0	0	0	0	0	0	0	0.003547243	0	0	0.00132626	0	0	0	0	0	0	0	0	0
CLDN24	0	0	0	0.00022941	0	0	0	0.000161238	0	0	0.00132626	0	0	0	0	0	0	0	0.000856164	0
CLDND1	8.939471007	0.523489933	0.61410096	0.715760496	0.898571724	0.675569521	1.040816327	7.181876814	0.192575406	1.5	1.49204244	0.820512821	20.41791045	0.751582278	0.962774958	0.769053118	0.454022989	0.914634146	0.904965753	2.615819209
CLEC2L	0	0	0.002085941	0.001147052	0.000206996	0.000785546	0	0.005159626	0	0	0.00397878	0.025641026	0	0.002373418	0	0.006928406	0	0	0.001712329	0
CLEC3B	1.628687691	0.483221477	2.668335419	0.12709337	42.01676671	2.23880597	3.346938776	1.544663012	0.099767981	0	0.202917772	2.615384615	1.985074627	0.508702532	0.44500846	1.106235566	0.08045977	0.548780488	0.019691781	0.299435028
CLEC4C	0.002543235	0	0	0.00022941	0	0	0	0.001451145	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4F	0	0	0	0.00022941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005649718
CLGN	0.001525941	0.006711409	0.000834376	0.00022941	0.000620989	0.001571092	0.010204082	0.00096743	0	0	0	0.025641026	0.014925373	0.002373418	0.005076142	0.002309469	0	0.012195122	0	0
CLHC1	0.313326551	0.030201342	0.020859408	0.035788025	0.018629683	0.025923016	0.020408163	0.428087714	0.018561485	0	0.023872679	0.025641026	0.029850746	0.030063291	0.037225042	0.048498845	0.005747126	0.073170732	0.035958904	0.02259887
CLIC1	28.37843337	1.152684564	2.168544013	6.805001147	5.156696336	2.871170463	3.918367347	35.21299581	1.225058005	23	16.14058355	3.128205128	60.86567164	3.728639241	2.318104907	5.087759815	5.109195402	5.109756098	6.876712329	6.683615819
CLIC4	11.43845371	0.619127517	0.819774718	2.825189264	1.009107845	1.245875884	1.714285714	9.957433086	0.575406032	4	5.580901857	1.846153846	41.17910448	1.389240506	1.417935702	1.41108545	0.954022989	2.926829268	2.317636986	2.728813559
CLIC5	0.004069176	0	0.007092199	0.001835283	0.001862968	0.000785546	0	0.004030958	0	0	0.00530504	0	0	0.002373418	0.008460237	0.006928406	0.00862069	0	0.005136986	0.005649718
CLIP4	0.517293998	0.157718121	0.23028786	0.074787795	0.295797971	0.269442262	0.173469388	0.247662045	0.030162413	0	0.055702918	0.102564103	4.76119403	0.087025316	0.121827411	0.170900693	0.040229885	0.109756098	0.102739726	0.13559322
CLK1	14.5335707	0.451342282	0.516061744	0.620784584	0.484992755	0.327572663	0.693877551	12.28861658	0.208816705	0	1.148541114	0.58974359	35.34328358	1.28085443	0.769881557	0.713625866	4.479885057	0.756097561	0.834760274	1.141242938
CLK2	1.053407935	0.087248322	0.078848561	0.19362239	0.087559511	0.071484682	0.071428571	0.54675911	0.062645012	0	0.208222812	0.102564103	2.268656716	0.141613924	0.076142132	0.187066975	0.07183908	0.036585366	0.210616438	0.186440678
CLLU1OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLMN	23.1093591	0.256711409	0.168126825	0.037393898	0.023183606	0.132757266	0.071428571	15.40503064	0.062645012	0	0.680371353	0.282051282	11.64179104	0.154272152	0.086294416	0.066974596	0.08045977	0.109756098	0.074486301	0.084745763
CLMP	0.012207528	0.848993289	0.487275761	1.106446433	0.463672118	0.366849961	1.112244898	0.04675911	0.218097448	0.5	0.539787798	0.743589744	0.388059701	0.863924051	0.805414552	0.861431871	0.902298851	0.56097561	1.905821918	0.796610169
CLN5	2.046286877	0.251677852	0.282436379	0.180087176	0.349617057	0.360565593	0.224489796	1.652853918	0.041763341	0.5	0.49071618	0.333333333	4.865671642	0.496835443	0.328257191	0.237875289	0.060344828	0.207317073	0.22859589	1.514124294
CLNK	0	0	0	0.000458821	0.000206996	0	0.010204082	0.002741051	0	0	0.00132626	0	0	0.000791139	0	0.002309469	0	0	0.008561644	0
CLPB	0.386063072	0.020134228	0.0317063	0.113328745	0.049058166	0.028279654	0.091836735	0.422444373	0.025522042	0	0.111405836	0.076923077	0.014925373	0.064082278	0.028764805	0.071593533	0.034482759	0.036585366	0.118150685	0.734463277
CLPTM1L	0.312309257	0.088926174	0.07676262	0.238128011	0.105361209	0.062843676	0.173469388	0.873589165	0.092807425	0.5	0.24801061	0.282051282	2.059701493	0.213607595	0.17428088	0.205542725	0.094827586	0.256097561	0.256849315	0.152542373
CLRN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLRN1-AS1	0.000508647	0	0	0.000458821	0.000206996	0	0	0.000483715	0	0	0	0	0	0	0	0	0	0	0	0
CLSPN	0.408952187	0.018456376	0.000417188	0.054829089	0.005795901	0	0.010204082	0.415188649	0.011600928	0	0.025198939	0.051282051	0.537313433	0.009493671	0.015228426	0.016166282	0.097701149	0.012195122	0.0625	0
CLSTN1	2.617497457	0.348993289	0.337505215	0.855930259	0.357689919	0.591516104	0.459183673	3.085133828	0.241299304	0.5	1.189655172	0.384615385	16.6119403	0.508702532	0.438240271	0.690531178	0.471264368	0.524390244	0.77140411	1.09039548
CLSTN2	0.456765005	0.172818792	0.109303296	0.355815554	0.056717036	0.048703849	0.142857143	0.871331828	0.076566125	0	0.220159151	0.076923077	0.149253731	0.149525316	0.333333333	0.133949192	0.057471264	0.256097561	0.377568493	0.079096045
CLTB	4.011190234	0.474832215	0.937838965	2.080981877	2.825915959	0.780832679	1.918367347	3.278297323	0.39675174	3	2.688328912	1.564102564	2.149253731	1.165348101	1.030456853	1.635103926	2.341954023	1.817073171	2.273972603	2.372881356
CLU	9.53051882	0.191275168	6.561952441	0.731130993	15.32519147	6.777690495	12.15306122	0.898097388	0.549883991	20.5	0.594164456	57.74358974	7.149253731	3.266613924	0.328257191	11.31408776	0.816091954	3.585365854	2.281678082	8.813559322
CLVS2	0	0.010067114	0.000417188	0	0	0	0	0.001612383	0	0	0	0	0	0	0.001692047	0	0	0	0	0
CLYBL-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMBL	0.519837233	0.10738255	0.353358365	0.241110346	0.462223142	0.228593873	0.326530612	0.586262496	0.055684455	0	0.449602122	0.41025641	0.164179104	0.230221519	0.179357022	0.62817552	0.094827586	0.085365854	0.21489726	0.214689266
CMC1	1.961851475	0.137583893	0.228619107	0.524202799	0.292486028	0.235663786	0.255102041	2.374234118	0.109048724	1.5	0.99734748	0.358974359	5.611940299	0.291139241	0.260575296	0.390300231	0.267241379	0.426829268	0.584760274	0.18079096
CMPK1	4.08646999	0.404362416	0.612432207	1.358568479	1.060649969	0.809112333	0.989795918	4.39793615	0.30162413	1	1.827586207	1.256410256	13.20895522	0.841772152	0.727580372	1.198614319	0.738505747	1.365853659	1.488013699	2.694915254
CMPK2	0.339267548	0.031879195	0.056737589	0.230786878	0.042020286	0.035349568	0.06122449	0.316027088	0.067285383	1	0.196286472	0.051282051	0.044776119	0.132911392	0.037225042	0.147806005	0.054597701	0.048780488	0.383561644	0.101694915
CMYA5	0.003051882	0.070469799	0.07217355	0.0550585	0.070999793	0.052631579	0.051020408	0.015801354	0.016241299	0	0.053050398	0.051282051	0.014925373	0.066455696	0.067681895	0.173210162	0.014367816	0.024390244	0.043664384	0.056497175
CNBD2	0.112919634	0.021812081	0.01585315	0.035329204	0.026702546	0.093479969	0	0.146081909	0.011600928	0	0.039787798	0.025641026	0.194029851	0.026898734	0.033840948	0.032332564	0.022988506	0.024390244	0.029965753	0.214689266
CNBP	59.60986775	1.657718121	2.942845223	3.589125946	3.618298489	4.495679497	5.183673469	46.73621412	0.798143852	0.5	15.41909814	3.871794872	118.7014925	4.450158228	2.306260575	3.771362587	8.034482759	2.93902439	4.596746575	8.028248588
CNGA1	0.187182096	0	0.000834376	0.001147052	0	0.001571092	0	0.060464366	0.006960557	0	0.00265252	0	0	0.000791139	0.003384095	0	0.002873563	0	0.001712329	0
CNGA3	0.000508647	0.003355705	0.045890697	0.001147052	0.040778307	0.057344855	0.040816327	0	0.016241299	0	0	0.076923077	0	0.03085443	0.005076142	0.004618938	0.002873563	0	0	0.016949153
CNGA4	0	0	0	0	0.001241979	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
CNIH3	0.012207528	0.026845638	0.027534418	0.183987153	0.028565514	0.03299293	0.030612245	0.107223476	0.067285383	0	0.306366048	0	0.029850746	0.117879747	0.093062606	0.094688222	0.08045977	0.085365854	0.273972603	0.079096045
CNIH4	4.393692777	0.461409396	0.54860242	1.159440239	0.726143656	0.424194815	0.87755102	3.214285714	0.236658933	1.5	1.437665782	0.820512821	3.313432836	0.886075949	0.681895093	1.073903002	1.040229885	1.158536585	1.508561644	0.988700565
CNKSR1	0.109867752	0.003355705	0.002503129	0.005964671	0.001655972	0.000785546	0.030612245	0.027571751	0.009280742	0	0	0	0	0.003955696	0.00676819	0.002309469	0.020114943	0	0.005136986	0
CNN2	11.23092574	0.719798658	0.913642053	6.916724019	0.424549783	0.758051846	2.051020408	10.10383747	0.626450116	2	8.790450928	1.820512821	21.31343284	2.5625	1.353637902	4.944572748	0.922413793	3.902439024	4.284246575	6.005649718
CNN3	67.11139369	1.961409396	2.519399249	5.789171828	2.885944939	5.670070699	3.836734694	66.09077717	0.828306265	3.5	27.11803714	3.897435897	232.8059701	7.57278481	3.712351946	6.678983834	5.482758621	5.012195122	4.595034247	15.33333333
CNNM1	0.017802645	0.021812081	0.002920317	0.002064694	0.003932933	0.059701493	0.010204082	0.06675266	0.002320186	0	0.00265252	0	0.014925373	0.003164557	0.015228426	0.002309469	0.002873563	0.024390244	0.004280822	0
CNNM3	0.152085453	0.015100671	0.031289111	0.042670337	0.034154419	0.018853103	0	0.087713641	0.006960557	0	0.051724138	0.102564103	0.104477612	0.035601266	0.025380711	0.041570439	0.025862069	0.012195122	0.052226027	0.06779661
CNOT10	1.646490336	0.087248322	0.135168961	0.144299151	0.114055061	0.157894737	0.102040816	1.809093841	0.048723898	0	0.350132626	0.153846154	3.791044776	0.112341772	0.106598985	0.143187067	0.100574713	0.158536585	0.149828767	1.338983051
CNOT4	2.512207528	0.286912752	0.277847309	0.461114935	0.306354792	0.216810683	0.612244898	1.632376653	0.136890951	0	0.831564987	0.41025641	5.313432836	0.372626582	0.355329949	0.445727483	0.267241379	0.390243902	0.561643836	0.768361582
CNOT6	0.504069176	0.05704698	0.042553191	0.110116999	0.054233078	0.032207384	0.051020408	0.60399871	0.053364269	0	0.473474801	0.051282051	0.149253731	0.055379747	0.096446701	0.069284065	0.32183908	0.109756098	0.119006849	0.028248588
CNOT8	3.578331638	0.140939597	0.139340843	0.273916036	0.244255848	0.479968578	0.173469388	3.402934537	0.088167053	0.5	1.615384615	0.230769231	15.64179104	0.700949367	0.214890017	0.258660508	0.206896552	0.207317073	0.309931507	1.395480226
CNPPD1	3.252288911	0.10738255	0.276178557	0.3810507	0.428482716	0.210526316	0.387755102	2.190099968	0.05800464	0	1.25066313	0.487179487	7.28358209	0.487341772	0.192893401	0.452655889	0.166666667	0.256097561	0.445205479	2.762711864
CNPY4	1.432349949	0.244966443	0.258656654	0.603808213	0.421030842	0.339355852	0.316326531	2.168655272	0.11136891	1	1.185676393	0.384615385	9.402985075	0.392405063	0.397631134	0.82448037	0.112068966	0.390243902	0.592465753	0.338983051
CNR1	0.143947101	0	0.000417188	0.00022941	0.001862968	0	0	0.636085134	0	0	0.00132626	0.025641026	0	0.001582278	0.001692047	0	0	0	0.000856164	0
CNR2	0	0.001677852	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0.001692047	0	0	0	0	0
CNRIP1	2.393692777	0.340604027	0.50563204	0.685937142	0.688677292	0.442262372	0.591836735	3.795872299	0.125290023	1.5	1.435013263	0.333333333	11.52238806	0.64556962	0.549915398	1.027713626	0.224137931	0.512195122	0.75	1.033898305
CNTFR	0.002034588	0.018456376	0.148101794	0.000917642	0.005174912	0.067556952	0.020408163	0.009351822	0.011600928	0	0.00530504	0.076923077	0.208955224	0.033227848	0.172588832	0.018475751	0.00862069	0.024390244	0.000856164	0.04519774
CNTLN	1.442014242	0.169463087	0.176887776	0.36476256	0.179258953	0.126472899	0.204081633	1.044985489	0.13225058	0	0.458885942	0.128205128	3.641791045	0.390031646	0.181049069	0.369515012	0.137931034	0.182926829	0.410958904	1.779661017
CNTN2	0.001017294	0.001677852	0.001251564	0	0.001241979	0.002356638	0	0.002257336	0	0	0	0	0	0	0	0	0	0	0	0.581920904
CNTN3	0.005595117	0	0.006257822	0.043358568	0.00351894	0.005498822	0.010204082	0.000322477	0.002320186	0	0.00397878	0.025641026	0	0.024525316	0.018612521	0.013856813	0.011494253	0.024390244	0.090753425	0.016949153
CNTN4	2.288402848	0.317114094	0.382978723	0.139252122	0.544607742	0.438334643	0.255102041	4.14785553	0.030162413	0	0.616710875	0.153846154	4.791044776	0.422468354	0.169204738	0.25404157	0.025862069	0.317073171	0.07619863	2.915254237
CNTN4-AS1	0.037131231	0	0.010429704	0.00022941	0.001655972	0.008641005	0	0.143340858	0	0	0.023872679	0	1.298507463	0	0	0	0	0	0.000856164	0.446327684
CNTN4-AS2	0	0	0	0	0	0	0	0.017736214	0	0	0	0	0	0	0	0	0	0	0	0
CNTN6	0.03051882	0	0.001251564	0.001605873	0.000413993	0.001571092	0	0.03821348	0.002320186	0	0	0	0	0	0	0.002309469	0	0	0.000856164	0
CNTNAP1	0.320447609	0.055369128	0.043804756	0.075246616	0.075139723	0.161036921	0.112244898	0.347146082	0.030162413	0	0.094164456	0.153846154	0.671641791	0.103639241	0.059221658	0.11778291	0.020114943	0.085365854	0.132705479	0.084745763
CNTNAP5	0	0	0	0	0	0	0	0.014995163	0	0	0	0	0	0	0	0	0	0	0.000856164	0
CNTRL	2.025940997	0.060402685	0.054651648	0.104611149	0.070378804	0.500392773	0.091836735	1.596098033	0.034802784	0	1.375331565	0.102564103	1.567164179	0.108386076	0.074450085	0.071593533	0.025862069	0.109756098	0.087328767	0.632768362
COA5	2.557985758	0.174496644	0.236545682	0.484514797	0.288139102	0.20974077	0.255102041	2.209609803	0.116009281	0.5	0.648541114	0.487179487	1.044776119	0.401107595	0.226734349	0.461893764	0.198275862	0.231707317	0.536815068	0.299435028
COA6	0.689216684	0.090604027	0.170629954	0.528791007	0.194162699	0.13982718	0.255102041	0.848919703	0.125290023	2	0.610079576	0.333333333	0.313432836	0.247626582	0.186125212	0.45034642	0.270114943	0.414634146	0.549657534	0.361581921
COA7	1.002034588	0.033557047	0.085940759	0.103234687	0.060235976	0.136684996	0.142857143	0.913415027	0.023201856	0.5	0.350132626	0.051282051	2.611940299	0.070411392	0.052453469	0.099307159	0.057471264	0.012195122	0.107876712	0.079096045
COBL	0.007121058	0.025167785	0.008760951	0.00527644	0.009728835	0.010997643	0.020408163	0.016768784	0.002320186	0	0.026525199	0	0	0.021360759	0.028764805	0.006928406	0.037356322	0.012195122	0.005993151	0
COBLL1	11.44455748	0.083892617	0.075093867	0.345492085	0.152142414	0.097407698	0.071428571	6.122541116	0.141531323	1	0.582228117	0.307692308	3.597014925	0.176424051	0.016920474	0.187066975	0.123563218	0.402439024	0.162671233	0.084745763
COG1	2.727873856	0.093959732	0.098039216	0.175498968	0.117367005	0.077769049	0.142857143	3.075782006	0.03712297	0	0.537135279	0.102564103	2.28358209	0.109968354	0.099830795	0.166281755	0.048850575	0.158536585	0.157534247	1.536723164
COG2	3.059511699	0.070469799	0.136837714	0.170451939	0.085489547	0.073055774	0.071428571	1.881973557	0.053364269	0	0.330238727	0.153846154	3.850746269	0.073575949	0.115059222	0.143187067	0.077586207	0.12195122	0.172089041	0.096045198
COL11A1	0.016785351	0.043624161	0.015435962	10.03670567	0.007865866	0.025137471	0.112244898	0.104482425	0.825986079	2.5	2.713527851	0.743589744	0.134328358	0.678797468	0.023688663	1.76443418	0.204022989	0.268292683	3.208047945	0.451977401
COL12A1	9.751271617	1.377516779	1.115561118	16.17504015	2.892982819	1.412411626	2.765306122	9.120283779	2.723897912	2	11.57427056	1.717948718	56.19402985	3.392405063	3.509306261	4.732101617	1.433908046	7.573170732	14.14469178	1.937853107
COL13A1	1.633265514	0.399328859	0.016270338	0.212204634	0.005588905	0.033778476	0.214285714	0.159142212	0.097447796	0	0.458885942	0.205128205	0.059701493	0.174841772	0.186125212	0.041570439	0.109195402	0.280487805	0.496575342	0.11299435
