	Macro.c01.C1QC	Macro.c02.FN1	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c05.INHBA	Macro.c06.ISG15	Macro.c07.LYVE1	Macro.c08.NLRP3	Macro.c09.SPP1
RAD18	0.015898227	0.013604984	0.013906311	0.01243867	0.023647447	0.010512401	0.017475449	0.008205772	0.015266712
SRGAP3	0.071495517	0.029950857	0.069046758	0.073204857	0.02322007	0.00820902	0.062250678	0.006766018	0.01461958
THUMPD3.AS1	0.206241323	0.189991485	0.152767326	0.242552286	0.298176275	0.212154766	0.25796294	0.273766108	0.259034609
THUMPD3	0.069723236	0.046514369	0.065905055	0.038706381	0.041978507	0.049099897	0.065293703	0.028447585	0.048653389
SETD5	0.123885585	0.108883746	0.129318442	0.131140429	0.135176758	0.115046313	0.163249019	0.175520625	0.134048336
MTMR14	0.239489771	0.190249681	0.236827708	0.230531968	0.213473612	0.279150152	0.230154042	0.196296473	0.199402474
CPNE9	0.005614307	0.000954151	0.00194911	0.001987335	0.000913075	0.00619151	0.004505544	0.002984867	0.003865279
BRPF1	0.030867268	0.023915473	0.029705375	0.020743193	0.019530705	0.027711085	0.036244883	0.015576537	0.02449633
OGG1	0.037562853	0.025307739	0.030252477	0.028314574	0.021719068	0.04202739	0.043373855	0.018328107	0.030897612
CAMK1	0.271744851	0.25795698	0.341944398	0.222939145	0.205513857	0.154060867	0.137400385	0.192362593	0.201349008
TADA3	0.21233463	0.180038607	0.258554483	0.202351459	0.201038804	0.186219809	0.158944627	0.124567957	0.184693842
ARPC4	0.342657859	0.297516983	0.307923063	0.219167629	0.291159267	0.461759766	0.314485954	0.395288802	0.328339306
ARPC4.TTLL3	0.018106536	0.019473576	0.018505954	0.015781456	0.022954125	0.034391168	0.017379666	0.023072722	0.017901715
TTLL3	0.033583791	0.033187781	0.033017479	0.028765785	0.023781078	0.024698467	0.040111843	0.036637622	0.033959553
RPUSD3	0.080669682	0.051102258	0.074410481	0.05289986	0.048013892	0.064963494	0.060578748	0.036023607	0.056366744
JAGN1	0.134399498	0.116413776	0.134778909	0.110085386	0.092350332	0.116351946	0.109475581	0.089671884	0.118514779
IL17RE	0.005893708	0.002240701	0.003672117	0.003378748	0.005024206	0.006683779	0.004957171	0.003529744	0.007565987
IL17RC	0.04889655	0.03587974	0.043890058	0.045173236	0.033400905	0.039888571	0.041158052	0.021648536	0.038897919
CRELD1	0.079643033	0.063904313	0.089768956	0.089826087	0.065531215	0.060254281	0.083855994	0.04558519	0.082417468
PRRT3	0.003622998	0.00298312	0.004495462	0.004212417	0.006609386	0.000789987	0.003316144	0.001693246	0.003428093
EMC3	0.287698964	0.315196635	0.34117516	0.263811038	0.261379893	0.251742844	0.235646506	0.222776825	0.333588288
AC022007.5	0.000378128	0.002400866	0.000334856	0.000568528	0.00064616	0	0.000442382	0.000503372	0
FANCD2	0.011625582	0.01807897	0.015435389	0.010573878	0.01504659	0.010511162	0.011916063	0.007740539	0.007358306
BRK1	0.947640017	1.059238221	0.99088824	0.852732633	1.038633238	1.00502208	0.709567927	0.984361691	1.051846524
VHL	0.13374738	0.17492037	0.14173303	0.166669049	0.185259651	0.168912875	0.148376394	0.237458613	0.150357474
IRAK2	0.232953518	0.304736029	0.175302481	0.41814581	0.608225975	0.355883542	0.291851588	0.542283373	0.345049173
TATDN2	0.036216245	0.044965809	0.048565257	0.043870491	0.031566427	0.03054104	0.045303879	0.037414366	0.023235603
LINC00852	0.002537492	0.0012464	0.001656967	0.002908024	0.003781281	0.00173818	0.003103797	0.007237452	0.002098771
GHRL	0.020228193	0.007271855	0.021039146	0.024527481	0.014747665	0.010203572	0.015732512	0.003879264	0.001921773
GHRLOS	0.002613566	0.003063717	0.001223429	0.001807839	0.004250141	0.001734605	0.00331601	0.005160906	0.001696798
SEC13	0.415717536	0.429457067	0.44928045	0.371335408	0.423344994	0.493361541	0.327610317	0.340674321	0.387126162
HRH1	0.058565259	0.011469897	0.014154259	0.017440204	0.039962613	0.031480686	0.088228675	0.051539896	0.051522764
ATG7	0.173411284	0.091446748	0.136728894	0.152737313	0.119127566	0.14054656	0.153240246	0.121100212	0.116381224
VGLL4	0.084217624	0.049867243	0.068530744	0.062248217	0.060652352	0.052729038	0.089936796	0.049982636	0.058779616
TAMM41	0.034075051	0.020724599	0.032760282	0.029058203	0.0197877	0.017931008	0.030507188	0.007541093	0.015768936
SYN2	0.000655195	0.000919447	0.000414571	0.000376964	0.001866749	0.001996963	0.002024703	0.003459081	0.001708908
TIMP4	0.000436097	0.000395891	0	0.000180129	0.001545747	0.006781681	0.001190317	0.006745796	0.006165138
PPARG	0.052964511	0.044117974	0.050567411	0.043151373	0.045758535	0.054791211	0.04723399	0.098894356	0.195974194
TSEN2	0.013054815	0.006577108	0.013609192	0.012862068	0.005860847	0.016357416	0.015687891	0.003934929	0.008091579
MKRN2	0.037421115	0.028787572	0.039415649	0.033220545	0.024922973	0.021918743	0.03771152	0.010848907	0.030235101
RAF1	0.131314317	0.125456289	0.113117403	0.127359597	0.13131599	0.122897578	0.161969201	0.16166651	0.154426139
RPL32	3.090737687	3.455885603	3.104397895	3.251610206	3.221674187	2.955658086	3.216026002	3.567680634	2.95515949
IQSEC1	0.085831579	0.106632846	0.045460244	0.045116588	0.072904666	0.144327591	0.113275732	0.293032977	0.15065116
NUP210	0.033464061	0.095402046	0.045568455	0.041748532	0.0323549	0.058315529	0.020748113	0.071085628	0.036931469
HDAC11.AS1	0.005569679	0.004727133	0.00387303	0.003475596	0.003242885	0.002182886	0.006932235	0.003981716	0.00205661
HDAC11	0.016967094	0.008200343	0.009705818	0.012497539	0.011056332	0.005235574	0.017096564	0.006170712	0.009716587
FBLN2	0.001280479	0.000337568	0.002330805	0.002846538	0.000326258	0.001064169	0.004078	0.000598361	0.000443734
CHCHD4	0.044828939	0.038928559	0.06341393	0.035234745	0.022213492	0.043418993	0.03542299	0.016129692	0.031287428
TMEM43	0.091437556	0.080472929	0.08463903	0.091565577	0.081924449	0.082434047	0.108451505	0.080991615	0.106271261
AC093495.4	0.003306653	0.004508375	0.00261892	0.001281149	0.002122955	0.006448123	0.005659041	0.015793642	0.00682605
XPC	0.08660748	0.079371579	0.091089948	0.089969099	0.046149294	0.054519771	0.105338604	0.044557868	0.068406377
LSM3	0.415206067	0.369299639	0.396198548	0.307379435	0.331791129	0.417953842	0.349971191	0.311028793	0.436956753
SLC6A6	0.128954185	0.143325027	0.127333585	0.129492809	0.192629649	0.205263839	0.178819332	0.338295981	0.22462902
CCDC174	0.118403563	0.11429018	0.123175143	0.111630597	0.095521729	0.099500149	0.130880153	0.106507547	0.121454888
FGD5	0.016266234	0.005205516	0.011644278	0.004511612	0.007850777	0.000497092	0.004754018	0.00066894	0.009416788
FGD5.AS1	0.17163932	0.136847773	0.149592715	0.143402921	0.108984618	0.140116744	0.205330233	0.118130717	0.150902592
NR2C2	0.046983946	0.044990128	0.037739312	0.049424286	0.031586807	0.036177701	0.069530625	0.062998992	0.056826566
MRPS25	0.157879442	0.207044129	0.200404302	0.149561686	0.10204158	0.140154577	0.125653899	0.11484851	0.142490287
RBSN	0.039513938	0.030194447	0.032788376	0.023865289	0.021991147	0.029804919	0.047684695	0.02402825	0.042452628
CAPN7	0.106717488	0.117394429	0.136893747	0.135431411	0.084837324	0.091669854	0.141268713	0.085182729	0.106166495
SH3BP5.AS1	0.021191	0.028416655	0.021738396	0.018760349	0.019798679	0.024291278	0.039538678	0.03742962	0.035155316
SH3BP5	0.459066589	0.598963518	0.4992285	0.548730983	0.466025939	0.474885897	0.746224333	0.76735895	0.735853225
METTL6	0.035709762	0.027454051	0.038681651	0.036857534	0.027110281	0.038983047	0.033896057	0.030307471	0.041435734
EAF1	0.100769945	0.106321535	0.096671325	0.088430124	0.145818179	0.211878116	0.089264206	0.333633222	0.220652183
EAF1.AS1	0.001028574	0.001388011	0.002677519	0.00088948	0.002812442	0.001768416	0.000784574	0.007535794	0.005280707
COLQ	0.001245967	0.003580086	0.001225177	0.001044731	0.000760508	0.003994417	0.001082157	0.001683476	0.005435095
HACL1	0.043713972	0.039151594	0.04470583	0.051887631	0.044272683	0.038702666	0.043567397	0.025394335	0.038159158
BTD	0.067188194	0.068055716	0.065423839	0.070637596	0.047076714	0.026258658	0.053074293	0.025281824	0.04602508
ANKRD28	0.098606721	0.064682773	0.044006154	0.080468274	0.120755384	0.148116536	0.171148952	0.14950236	0.287523369
DPH3	0.197074456	0.190744005	0.198583464	0.156252512	0.240940276	0.312354811	0.194044892	0.270221342	0.278002298
OXNAD1	0.018564657	0.012380861	0.018606189	0.014770404	0.015420747	0.021387547	0.018798586	0.006353688	0.013746445
RFTN1	0.139152979	0.187503198	0.17479315	0.187810996	0.220153402	0.221945034	0.124018029	0.104433896	0.139106446
PLCL2	0.036179075	0.024576874	0.029368224	0.034168061	0.029090448	0.033304246	0.045629158	0.028230187	0.027555124
TBC1D5	0.221823913	0.16247826	0.212506637	0.212678804	0.163434993	0.144749922	0.252726391	0.126647272	0.148969902
SATB1	0.150597954	0.339277052	0.198341242	0.180287998	0.20517325	0.201060996	0.166407738	0.228892772	0.259249757
RAB5A	0.258235911	0.261122603	0.276085116	0.350425134	0.362214759	0.344986428	0.321427697	0.337342114	0.292975785
KAT2B	0.043586003	0.039758736	0.026254494	0.032705139	0.042023601	0.062842156	0.048369792	0.046103166	0.032271558
SGOL1	0.004157942	0.00491439	0.005841093	0.005601391	0.007641727	0.003015117	0.002675363	0.00139189	0.002926423
UBE2E2	0.263011768	0.244308684	0.294737378	0.258005478	0.273109858	0.338869595	0.218676093	0.178588685	0.211256338
UBE2E1	0.300678922	0.217225958	0.22279952	0.292897782	0.423876648	0.340050146	0.279599401	0.243487888	0.263149867
NKIRAS1	0.03078082	0.015698685	0.026784041	0.036357948	0.042000969	0.026006898	0.03651211	0.011630538	0.029358653
RPL15	2.597040572	2.880379585	2.625392216	2.739808478	2.67410727	2.424575529	2.570973161	2.828147013	2.488401218
NR1D2	0.070235308	0.056328988	0.061606618	0.092579531	0.02742188	0.04648006	0.090600656	0.01994617	0.043729549
THRB	0.017251477	0.003043948	0.002595496	0.011952	0.005006609	0.004537841	0.103079612	0.013222579	0.013000714
RP11.317L10.1	0.000557916	0.00105939	0.000305924	0.000588546	0.001720308	0.00380586	0.00224113	0.001256963	0.00336554
TOP2B	0.081144773	0.081995038	0.056427922	0.061196796	0.084412098	0.072616118	0.094024892	0.11164728	0.06213725
NGLY1	0.133817663	0.226084885	0.180305337	0.16543233	0.200053232	0.123031319	0.131016992	0.137416667	0.126794835
OXSM	0.028861368	0.013923056	0.017737963	0.023606139	0.030104897	0.012290878	0.029025516	0.014593152	0.024864683
SLC4A7	0.289050322	0.30257636	0.31385011	0.441019424	0.300159755	0.117250942	0.341725071	0.138190008	0.1323082
CMC1	0.214881889	0.204505154	0.196641655	0.185153924	0.154533279	0.154493183	0.170192313	0.105687904	0.201927846
AZI2	0.258235306	0.443505338	0.294904742	0.281363645	0.224556118	0.242604013	0.246564506	0.324762346	0.411708608
ZCWPW2	0.005943594	0.000950755	0.005092338	0.005103464	0.002689848	0.001492512	0.00473454	0.001333819	0.00421451
RBMS3	0.000763356	0.001187953	0.002308682	0.004202549	0.002273454	0	0.012457475	0.00085905	0
TGFBR2	0.337922215	0.25134765	0.332014339	0.377083504	0.166558436	0.154106794	0.440088122	0.220711808	0.19827101
STT3B	0.161877249	0.212138608	0.183281089	0.182122252	0.146665757	0.195908772	0.219400489	0.199350152	0.209456488
OSBPL10	0.003275572	0	0.001604669	0.003266257	0.001448697	0.000627639	0.004725714	0.000914067	0.00237951
GPD1L	0.025454231	0.014336826	0.016463874	0.021150695	0.014127745	0.012721113	0.037466106	0.010321598	0.006104076
CMTM8	0.004671083	0.011759374	0.00740336	0.012955359	0.027217021	0.005446872	0.006218987	0.00965857	0.006396151
CMTM7	0.4008603	0.475732483	0.469693901	0.424690879	0.320275067	0.345844664	0.416928015	0.308422017	0.360953531
CMTM6	0.798257625	0.909476237	0.872965602	1.037703505	1.228410334	1.093438312	0.915693904	0.971509687	0.845062507
DYNC1LI1	0.150887378	0.122561211	0.136739392	0.150468183	0.157612816	0.189035032	0.167141173	0.116837246	0.140363904
CNOT10	0.067439674	0.072540388	0.071105134	0.090003852	0.071157982	0.052089111	0.067653976	0.04084985	0.035810521
CCR4	0.000317738	0.000553857	0.000402918	0.000347681	0.001800825	0	0.000771681	0.000869652	0.000693038
GLB1	0.266932569	0.226278693	0.296266407	0.255033865	0.222924189	0.181366674	0.200917182	0.141364591	0.214154853
TMPPE	0.009100718	0.006140605	0.007337861	0.005543565	0.007000713	0.002138069	0.010960789	0.009633083	0.007465121
CRTAP	0.697515069	0.819183446	0.716396926	0.818529448	0.589806098	0.396050352	0.80166801	0.713507717	0.58696517
UBP1	0.056548101	0.045647645	0.035852151	0.036350131	0.046597882	0.064909725	0.060130702	0.071121639	0.067042317
CLASP2	0.119742178	0.154151988	0.116138146	0.124159273	0.132357707	0.11843823	0.139204206	0.139278667	0.112560372
RP11.10C24.3	0.000443669	0.000459505	0	0.000425541	0.002050088	0.001336838	0.00023093	0.001781697	0.001013192
PDCD6IP	0.352500077	0.287061805	0.312002076	0.299654294	0.328566731	0.353708298	0.3638253	0.393750905	0.430614864
STAC	0.030080949	0.008791131	0.041335808	0.000492181	0.066024885	0.019288485	0.00506304	0.022511288	0.059893248
TRANK1	0.064377074	0.049267843	0.054414791	0.069503953	0.071667456	0.072611291	0.057813313	0.044386303	0.036948494
EPM2AIP1	0.066576211	0.045704245	0.04492199	0.050757829	0.069622288	0.090057628	0.086099925	0.10010243	0.075660438
MLH1	0.073789378	0.062790702	0.0762681	0.080172492	0.068709741	0.072777986	0.081367474	0.053484352	0.061633296
LRRFIP2	0.157499529	0.164639378	0.15577562	0.157440735	0.253839015	0.290929093	0.169237796	0.297736903	0.205575762
RP11.259K5.2	0.004954855	0.002314136	0.001070428	0.003401287	0.001760295	0.00243526	0.003376835	0.00315494	0.003647414
GOLGA4	0.303473285	0.24315139	0.240602661	0.249594924	0.25944665	0.296290317	0.364836428	0.262710161	0.277779383
ITGA9	0.051341187	0.008892508	0.026138419	0.032997739	0.00455559	0.005349508	0.053037473	0.003219331	0.006022433
CTDSPL	0.010046884	0.001767968	0.002574641	0.001640019	0.001593649	0.003092467	0.018420457	0.00562841	0.003638414
VILL	0.016869335	0.009406505	0.012481027	0.018113295	0.014959398	0.009739492	0.020882698	0.015569157	0.011386108
PLCD1	0.021182522	0.014708364	0.023640521	0.025499743	0.024043451	0.022210632	0.020050161	0.011888361	0.013773524
DLEC1	0.006351576	0.006913925	0.005724212	0.004491185	0.007996202	0.008615547	0.007153568	0.006123089	0.004294486
ACAA1	0.277501883	0.307902743	0.309830558	0.260998655	0.301736632	0.389708476	0.233586562	0.403620937	0.311826882
MYD88	0.20612122	0.206889152	0.181456801	0.14658962	0.250891349	0.514717965	0.21213453	0.516337347	0.334569821
OXSR1	0.13150962	0.213542154	0.125023244	0.126144147	0.261179323	0.27571198	0.155204072	0.564707074	0.265748981
SLC22A13	0.000564263	0.001796612	0.000909138	0.000185858	0.00167506	0.004996755	0.000582825	0.007884235	0.002287409
SLC22A14	0.000301217	0.000446716	0	0.00029243	0.001504954	0.003726459	0.000198886	0.00745094	0.004654014
XYLB	0.017633855	0.01445408	0.019423767	0.016857585	0.011937607	0.01584879	0.016015107	0.004915801	0.011745145
ACVR2B	0.008743762	0.0015447	0.00529731	0.003799169	0.003721291	0.000701453	0.018696395	0.000838432	0.004180364
EXOG	0.036275921	0.033401816	0.043553551	0.028298802	0.024204908	0.028734322	0.025829687	0.024683139	0.025566004
WDR48	0.059710248	0.048093717	0.049391616	0.060473776	0.041889114	0.062805294	0.06261107	0.043483931	0.055553789
GORASP1	0.046076335	0.026653145	0.041086022	0.038596347	0.035688014	0.03912391	0.063184357	0.031794078	0.04032547
TTC21A	0.00598144	0.001782381	0.005983125	0.00569192	0.0038742	0.003458385	0.00741046	0.004394292	0.003961564
CSRNP1	0.625952583	0.73478172	0.477441513	1.071807779	1.159573534	0.657351766	0.815315567	0.926718671	0.720370103
XIRP1	0.000297863	0	0.000595512	0.003118828	0.010094704	0	0.001490315	0	0.000213443
CX3CR1	0.222386298	0.083102787	0.207429738	0.260724694	0.293604511	0.063701736	0.151076933	0.019744003	0.005250378
SLC25A38	0.043169869	0.026993522	0.045385702	0.051708397	0.024757728	0.021602025	0.049582291	0.010585355	0.029534548
RPSA	1.834649108	2.186994847	1.953099372	1.970696608	1.854495302	1.780331504	1.737486629	1.782014004	1.781686641
EIF1B	0.512929293	0.507238934	0.512867997	0.585231887	0.716514738	0.559474966	0.573551088	0.979601356	0.916242103
ENTPD3.AS1	0.049688027	0.032398573	0.037602957	0.035628359	0.025784808	0.032539494	0.032635443	0.020584486	0.03394859
RPL14	2.449449435	2.706678307	2.487907482	2.56531985	2.435808632	2.254202802	2.493313283	2.600084033	2.398238885
ZNF619	0.009199058	0.005793155	0.007887711	0.006436873	0.002476978	0.005052583	0.012975431	0.002135404	0.002787027
ZNF620	0.005348555	0.001664032	0.003589084	0.004316979	0.005284601	0.002538142	0.007701045	0.001454777	0.004751025
ZNF621	0.02754829	0.023019731	0.025348835	0.024384329	0.022136565	0.016437088	0.03558559	0.017437143	0.020206171
RP11.761N21.1	0.000478184	0	0.000227356	0	0.000646852	0.000557674	0.000153915	0	0
RP11.520A21.1	0.001426409	0.000881851	0.001334884	0.002302404	0.003950108	0.001901819	0.00174563	0.003646693	0.002540542
CTNNB1	0.491855519	0.737143126	0.563800048	0.624240682	0.687639085	0.553034428	0.594825601	0.891217927	0.785689202
ULK4	0.020926769	0.018659784	0.019810556	0.020471651	0.020354566	0.014322474	0.021586515	0.016253993	0.026117548
TRAK1	0.083728429	0.069440447	0.05465138	0.066587497	0.054708172	0.063623983	0.12387466	0.075032532	0.060021306
VIPR1	0.010301632	0.011852719	0.006412389	0.014159369	0.009986951	0.005291297	0.038823837	0.024330521	0.003295579
SEC22C	0.082862654	0.062907394	0.073506991	0.068912629	0.065901788	0.064172449	0.064277818	0.046692866	0.064458254
SS18L2	0.162341965	0.130865766	0.17351571	0.133897272	0.128729058	0.151260045	0.137424147	0.103636916	0.171828004
NKTR	0.176588161	0.117487044	0.160865669	0.166239996	0.128851727	0.111784989	0.241655866	0.100321515	0.114403428
RP4.613B23.1	0.012960869	0.010875853	0.009104806	0.011283197	0.010613701	0.009771194	0.010275708	0.016770842	0.0122485
ZBTB47	0.009143729	0.00557496	0.005932588	0.006220211	0.005574445	0.005025833	0.013445154	0.009968877	0.01038879
CCDC13	0.005483056	0.005244335	0.006947919	0.004547852	0.004442656	0.005678903	0.005733895	0.007003741	0.007882953
RP11.70C1.1	0.007308847	0.00111842	0.004782843	0.001111665	0.006732163	0.004013022	0.007822989	0.005541298	0.005958497
HIGD1A	0.167973931	0.078509132	0.088594079	0.094287554	0.180720934	0.178597091	0.148146364	0.158103233	0.195441769
ACKR2	0.003336103	0.002498999	0.002082079	0.00589337	0.007251788	0.002194972	0.003902846	0.000194146	0.000116968
FAM198A	0.016871697	0.002435856	0.00784539	0.01323977	0.007364691	0.001340204	0.026287841	0.00074666	0.00156562
POMGNT2	0.017985499	0.012838722	0.015619633	0.01428192	0.005371843	0.012370732	0.016915995	0.003918365	0.015097288
SNRK	0.065629986	0.07255988	0.062620658	0.061417192	0.046673271	0.075083831	0.083233659	0.094462626	0.062289565
RP11.188P20.3	0.002574336	0.003617033	0.003138437	0.006073962	0.001209538	0.001474701	0.002868826	0.004027198	0.0031468
ANO10	0.054665853	0.034126002	0.050341592	0.044117663	0.046466992	0.029468007	0.045887636	0.033475611	0.030619964
ABHD5	0.197158884	0.317946866	0.221603431	0.318036859	0.251357465	0.192483218	0.274118375	0.295378054	0.453453527
